#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
##MUTATIONS_EVENTS.TXT;;;;;;;;;;;;;;
mutation15;My liege! I must confess... it is true I have been horribly mutated by Chaos, but I do not serve the Ruinous Powers, I swear it! I am an innocent victim - please do not trust the Witch Hunter's accusations!;;;;;;;;;;;;;x
mutation15a;Unclean abomination, death by fire for you!;;;;;;;;;;;;;x
mutation15b;Very well, I shall show mercy. But see a surgeon at once!;;;;;;;;;;;;;x
mutation15c;I will not slay you, but nor will I let you roam free...;;;;;;;;;;;;;x
mutation16;You come out of hiding, but your mutations are so advanced that the first courtier who sees you screams and flees in horror shouting for the guards. Soon you are surrounded, but despite your pleas for mercy, one of them stabs you, and the others quickly follow through!;;;;;;;;;;;;;x
mutation16a;Goodbye, cruel world...;;;;;;;;;;;;;x
mutation17;A fellow realm ruler has been killed by his own guards, after he came out of his quarters horribly mutated. It is the topic of gossip all over the realm these days. These are truly terrible times...;;;;;;;;;;;;;x
##NAMESPACE DARKELFMAGIC##;;;;;;;;;;;;;;
darkelfmagic0;Ghrond is held by a Dark Elf.;;;;;;;;;;;;;x
darkelfmagic1;Ghrond is not held by a Dark Elf.;;;;;;;;;;;;;x
darkelfmagic2;You show talent for sorcery. Do you want to go to Ghrond and study with the Covens of Morathi?;;;;;;;;;;;;;x
darkelfmagic2A;Yes, I will pursue the study of sorcery!;;;;;;;;;;;;;x
darkelfmagic2B;No, I will remain here.;;;;;;;;;;;;;x
darkelfmagic3;Your daughter shows talent for magic, and has decided to go to Ghrond and study with the Covens of Morathi. This is a great honour for your house, she will now become a bride of Malekith;;;;;;;;;;;;;x
darkelfmagic3A;A great honour indeed.;;;;;;;;;;;;;x
darkelfmagic4;A daughter of a noble house shows talent for sorcery, and asks for your permission to be taught amongst the Covens of Ghrond. What do you say?;;;;;;;;;;;;;x
darkelfmagic4A;We will welcome this new apprentice Sorceress.;;;;;;;;;;;;;x
darkelfmagic4B;No, not this one.;;;;;;;;;;;;;x
darkelfmagic5;The Sorceresses at Ghrond accept your application. You will be trained in Sorcery, and also in the ways of Atharti, Goddess of Pleasure, Patron of Ghrond.;;;;;;;;;;;;;x
studymagictitle;Study Magic;;;;;;;;;;;;;x
studymagic0;While the realm is at peace, you are free to pursue your studies of magic undisturbed. Do you wish to seclude yourself and dedicate yourself to understanding the mysteries of the Winds of Magic?;;;;;;;;;;;;;x
studymagic1;Your studies have paid off, and you now understand a little more of the Winds of Magic.;;;;;;;;;;;;;x
studymagic2;The realm is at war, and you are forced to stop your studies in seclusion and do what you can for its defence.;;;;;;;;;;;;;x
studymagic2B;No, I cannot stop my studies now!;;;;;;;;;;;;;x
studymagic3;After countless long nights of study, you have now mastered level 2 spells;;;;;;;;;;;;;x
studymagic4;After countless long nights of study, you have now mastered level 3 spells;;;;;;;;;;;;;x
studymagic5;After countless long nights of study, you have now mastered level 4 spells, ranking you amongst the great spellcasters of the world.;;;;;;;;;;;;;x
SPELLCASTING;Spellcasting;;;;;;;;;;;;;x
darkmagic0;The spell has expired and the troops and flag are removed.;;;;;;;;;;;;;x
##NAMESPACE DARKELF##;;;;;;;;;;;;;;
darkelf25;For 500 gold, you can hire the services of a Sorceress. She will serve in your armies, and act as your advisor on magical issues.;;;;;;;;;;;;;x
darkelf25A;Hire her;;;;;;;;;;;;;x
darkelf26;A ruler has offered to rent your services as Sorceress for 500 gold. Do you wish to accept this offer?;;;;;;;;;;;;;x
darkelf27;Of course, I accept your offer my liege. Rest assured, I will serve you in all ways, and while our contract lasts I will wholly devote myself to your house.;;;;;;;;;;;;;x
##NAMESPACE HIGHELFMAGIC#;;;;;;;;;;;;;;
MAGIC;Magic;;;;;;;;;;;;;x
highelfmagic2;You show a talent for magic. Do you want to go to Hoeth and study there with the Loremasters?;;;;;;;;;;;;;x
highelfmagic2A;Yes, I will go to the Loremasters!;;;;;;;;;;;;;x
highelfmagic2B;No, I do not wish to study magic.;;;;;;;;;;;;;x
highelfmagic3;Your child shows talent for magic, and has decided to go to Hoeth and study with the Loremasters. This is a great honour for your house, to have a mage of Ulthuan amongst you.;;;;;;;;;;;;;x
highelfmagic3A;A great honour indeed.;;;;;;;;;;;;;x
highelfmagic4;A scion of a noble house shows talent for magic and asks for your permission to be taught amongst the Loremasters of Hoeth. What do you say?;;;;;;;;;;;;;x
highelfmagic4A;We will welcome this new apprentice.;;;;;;;;;;;;;x
highelfmagic4B;No, not this one.;;;;;;;;;;;;;x
highelfmagic5;The Loremasters have accepted your application, and they bid you seek the Tower and study its mysteries in defence of the people of Ulthuan.;;;;;;;;;;;;;x
highelfmagic6;You show a talent for magic, but you cannot leave your responsibilities to your lands behind. Perhaps if you paid money, you could get the materials required to build a magical lab here...;;;;;;;;;;;;;x
highelfmagic6A;Yes, I will build a lab and study magic!;;;;;;;;;;;;;x
highelfmagic6B;No, I do not wish to study magic.;;;;;;;;;;;;;x
highelfmagic7;Your child shows talent for magic, and has decided to build a lab at home and study, while still maintaining the responsibilities of rulership. This is a great honour for your house, to have a mage of Ulthuan amongst you.;;;;;;;;;;;;;x
highelfmagic7A;A great honour indeed.;;;;;;;;;;;;;x
highelfmagic8;A landed ruler of Ulthuan has decided to take up the study of magic independently, but informs you that any aid the White Tower can provide would be most welcome.;;;;;;;;;;;;;x
highelfmagic8A;I will not be responsible for any mishaps...;;;;;;;;;;;;;x
kislevmagic0;Your natural abilities seem to run towards magic. Training will be expensive, but perhaps for 100 gold you could get started on building a magical lab and hiring someone to teach you.;;;;;;;;;;;;;x
kislevmagic1;Your child shows talent for magic, and has decided to build a lab at home and study under a tutor. This is a great honour for your house, to have an Ice Mage or Witch amongst you.;;;;;;;;;;;;;x
kislevmagic2;You hear that one of your vassals has taken up the study of Ice Magic. This is a great thing, and can only strengthen your realm.;;;;;;;;;;;;;x
kislevmagic2A;Yes, magic can help protect us against our enemies.;;;;;;;;;;;;;x
greenskinmagic0;You iz becoming weird as youz mates say... but maybe you iz just becoming mo' powerful! Do you want to start studying the deeper mysteries of Gork and Mork?;;;;;;;;;;;;;x
greenskinmagic0A;I will get da power!;;;;;;;;;;;;;x
greenskinmagic0B;Nah, I just likes to use my smasher!;;;;;;;;;;;;;x
greenskinmagic1;One of your boyz is becoming decidedly weird... he has starting casting magical spells, and chanting and dancing oddly!;;;;;;;;;;;;;x
greenskinmagic1A;Dats my boy!;;;;;;;;;;;;;x
greenskinmagic2;One of your chiefs has become a Shaman, and is said to have been granted strange powers by Gork and Mork.;;;;;;;;;;;;;x
greenskinmagic2A;Dat him? He iz gonna fight and smash our enemies for us!;;;;;;;;;;;;;x
bretonnia30;You are the ruler of Bretonnia, but you are not a Grail Knight. Convention demands that only a Grail Knight may rule, so you must either go on the quest and become a Grail Knight within 5 years, or abdicate the throne.;;;;;;;;;;;;;x
chaosmagic;Your natural abilities seem to run towards magic. Training will be expensive, but perhaps for 100 gold you could get started on building a magical lab and hiring someone to teach you.;;;;;;;;;;;;;x
chaosmagic1;Your child has been blessed by the Gods, and has developed strange powers. The path of the Chaos Sorcerer is in its future for certain...;;;;;;;;;;;;;x
chaosmagic1A;The Gods bless our family!;;;;;;;;;;;;;x
chaosmagic2;News are spreading throughout your court that one of your vassals has been blessed by the Gods, and wields their power through dark sorcery.;;;;;;;;;;;;;x
chaosmagic2A;The Gods bless my realm. I am pleased.;;;;;;;;;;;;;x
CRAFTING_MENU;Crafting Menu;;;;;;;;;;;;x
CRAFTING_MENU_AMULETS;Crafting Menu - Amulets;;;;;;;;;;;;x
CRAFTING_MENU_POTIONS;Crafting Menu - Potions;;;;;;;;;;;;x
CRAFTING_MENU_RINGS;Crafting Menu - Rings;;;;;;;;;;;;x
CRAFTING_MENU_SWORDS;Crafting Menu - Swords;;;;;;;;;;;;x
EVTDESCCRAFTING.0;Using gold it is possible to craft powerful magical tools to aid you. What do you wish to craft?;;;;;;;;;;;;x
EVTDESCCRAFTING.1;Using gold it is possible to craft powerful magical tools to aid you. What do you wish to craft?;;;;;;;;;;;;x
EVTDESCCRAFTING.2;Depending on your magic power and amount of gold, these are the swords you can forge at the moment.;;;;;;;;;;;;x
EVTDESCCRAFTING.3;Depending on your magic power and amount of gold, these are the swords you can forge at the moment.;;;;;;;;;;;;x
EVTDESCCRAFTING.4;Depending on your magic power and amount of gold, these are the amulets you can forge at the moment.;;;;;;;;;;;;x
EVTDESCCRAFTING.5;A potion can be crafted which will last you throughout your lifetime, but not be passed on to your successors. These are the potions you can craft with your level and gold.;;;;;;;;;;;;x
EVTDESCCRAFTING.6;These are the rings which you can craft based on your current magic level and available gold.;;;;;;;;;;;;x
EVTDESCCRAFTING.7;These are the rings which you can craft based on your current magic level and available gold.;;;;;;;;;;;;x
crafting.5.c;Elixir of Eternal Youth / Takes 10 years.;;;;;;;;;;;;x
crafting.5.b;Potion of Beauty / Takes 1 year.;;;;;;;;;;;;x
crafting.4.c;Amulet of Protection +5 / Takes 5 years.;;;;;;;;;;;;x
crafting.4.b;Amulet of Protection +3 / Takes 3 years.;;;;;;;;;;;;x
crafting.6.c;Ring of Speed / Takes 3 years.;;;;;;;;;;;;x
crafting.6.b;Ring of Invisibility / Takes 1 year.;;;;;;;;;;;;x
crafting.3.b;A Sword of Destruction / Takes 5 years.;;;;;;;;;;;;x
crafting.2.b;A Sword of Ice / Takes 2 years.;;;;;;;;;;;;x
crafting.2.c;A Sword of Fire / Takes 3 years.;;;;;;;;;;;;x
NEVER_MIND;Never mind;;;;;;;;;;;;x
MORE_OPTIONS;Show more options;;;;;;;;;;;;x
POTION_OF_HEALING_/_TAKES_1_YEAR;Potion of Healing / Takes 1 year.;;;;;;;;;;;;x
A_+4_ENCHANTED_SWORD_/_TAKES_4_YEARS;A Sword of Lightning / Takes 4 years.;;;;;;;;;;;;x
A_+1_ENCHANTED_SWORD_/_TAKES_1_YEAR;A Runesword / Takes 1 year.;;;;;;;;;;;;x
AMULET_OF_PROTECTION_+1_/_TAKES_1_YEAR;Amulet of Protection +1 / Takes 1 year.;;;;;;;;;;;;x
SHOW_MORE_OPTIONS/CLOSE_MENU;Show more options/Close Menu;;;;;;;;;;;;x
I_WILL_CREATE_A_MAGIC_RING;I will create a magic ring.;;;;;;;;;;;;x
SHOW_MORE_OPTIONS/LEAVE_MENU;Show more options/Leave Menu;;;;;;;;;;;;x
I_WILL_MAKE_A_POTION;I will make a potion.;;;;;;;;;;;;x
I_WILL_FORGE_A_SWORD;I will forge a sword.;;;;;;;;;;;;x
I_WILL_CREATE_AN_AMULET;I will create an amulet.;;;;;;;;;;;;x
TRANSFER_AMULETS;Transfer Amulets;;;;;;;;;;;;x
TRANSFER_ITEM;Transfer Item;;;;;;;;;;;;x
TRANSFER_SWORDS;Transfer Swords.;;;;;;;;;;;;x
TRANSFER_RINGS;Transfer Rings.;;;;;;;;;;;;x
EXCELLENT;Excellent;;;;;;;;;;;;x
YOUR_WORK_IS_COMPLETE;Your work is complete;;;;;;;;;;;;x
EVTDESCCRAFTINGDONE.0;You hold in your hands a glowing runeblade! It shall become an heirloom of your house, and neither mortal nor daemon shall be able to escape its sharp bite...;;;;;;;;;;;;x
EVTDESCCRAFTINGDONE.1;You hold in your hands a shining blade which has a palpable aura of frost. At will it can project a great spray of ice to the dismay of your enemies. It is both light and impossibly sharp.;;;;;;;;;;;;x
EVTDESCCRAFTINGDONE.2;You hold in your hands a shining blade which burns with a bright flame. It is both light and impossibly sharp.;;;;;;;;;;;;x
EVTDESCCRAFTINGDONE.3;You hold in your hands a shining blade which glows with lightning. It can slice through steel as if it were leather, and can call forth lightning bolts in battle.;;;;;;;;;;;;x
EVTDESCCRAFTINGDONE.4;You hold in your hands a sword which is sure to go down in legend - it practically sings with contained power, and its destruction can be unleashed to terrible effect in battle...;;;;;;;;;;;;x
EVTDESCCRAFTINGDONE.6;You have created an amulet of minor protection. It will protect both your person, and for short periods of time its range can be extended on the battlefield to deflect hostile arrows from your forces.;;;;;;;;;;;;x
EVTDESCCRAFTINGDONE.7;You have created an amulet of protection. It will protect your person, and for short periods of time its range can be extended on the battlefield to deflect hostile arrows from your forces.;;;;;;;;;;;;x
EVTDESCCRAFTINGDONE.8;You have created an amulet of great protection. It will protect your person, and for short periods of time its range can be extended on the battlefield to deflect hostile arrows from your forces.;;;;;;;;;;;;x
EVTDESCCRAFTINGDONE.9;You have created a healing potion, which can cure all wounds and deformities. Once spent, however, it will disappear.;;;;;;;;;;;;x
EVTDESCCRAFTINGDONE.10;You have created a potion of beauty. It will spoil quickly if you wait at all, so you drink deeply, and already you feel yourself becoming the ideal of beauty!;;;;;;;;;;;;x
EVTDESCCRAFTINGDONE.11;You have created an elixir of eternal youth. The power of the potion is tied to your own essence, and it cannot be used by anyone but yourself.;;;;;;;;;;;;x
EVTDESCCRAFTINGDONE.12;You have created a ring of persuasion. Using a subtle combination of charm magic and increased sensitivity to the flow of a conversation, it is a powerful tool in all negotiations.;;;;;;;;;;;;x
EVTDESCCRAFTINGDONE.13;You have created a ring of invisibility. Obviously, this will have huge benefits for your intrigue.;;;;;;;;;;;;x
EVTDESCCRAFTINGDONE.14;You have created a ring of speed. Not only can it make you move with uncanny speed, during times of war its influence can be extended to an entire army making them all move 10% faster.;;;;;;;;;;;;x
EVTDESCCRAFTINGDONE.15;You have created a ring of command. During battles, its influence can be extended to your entire army, making them both attack and defend with more courage.;;;;;;;;;;;;x
THEFT;Theft;;;;;;;;;;;;x
EVTDESCSTEALING.0;One or more of your prisoners have magic items of great power. Do you want to simply steal these items from them and claim them as your own?;;;;;;;;;;;;x
OF_COURSE;Of course;;;;;;;;;;;;;x
EVTDESCSTEALING.1;Upon getting imprisoned, your gear was taken from you. One day, the jailer cruelly informs you that his lord has seized all your magical items as his own. Laughing, he tells you that your life might be the next item to be revoked.;;;;;;;;;;;;x
BASTARDS;Bastards!!!;;;;;;;;;;;;x
EVTDESCTRANSFER.0;If you have magic items, you can transfer them to any realm character. Just be sure that they have the minor title 'Item Transfer Target'. Be warned: If you choose to transfer a sword for example, all swords will be transferred.;;;;;;;;;;;;x
minor_title_gift_target;Gift Recipient;;;;;;;;;;;;x
RING_OF_PERSUASION_/_TAKES_1_YEAR;Ring of Persuasion / Takes 1 Year;;;;;;;;;;;;x
RING_OF_COMMAND_/_TAKES_5_YEARS;Ring of Command / Takes 5 Years;;;;;;;;;;;;x
amazon0desc;As a member of the Amazon people, your succession must be enatic. Males cannot be allowed to threaten the ruling order by holding independent power.;;;;;;;;;;;;x
amazon5desc;One or more males are running around freely in your court. This cannot be allowed to stand. They must be sent to the guarded male dorms immediately and put to good use!;;;;;;;;;;;;x
amazon5A;Yes, immediately!;;;;;;;;;;;;x
amazon6desc;You have walked as a free man amongst the Amazons, but no more. A group of spear maidens seize you, and on orders of their mistress, drag you to the dungeons where a new life of slavery awaits you.;;;;;;;;;;;;x
amazon6A;Nooo!;;;;;;;;;;;;x
amazon7desc;You have given birth to a male child. By the laws of your people, he must either be prepared for sacrifice, or slavery.;;;;;;;;;;;;x
amazon7A;He will be sent to the dungeons and be a slave.;;;;;;;;;;;;x
amazon7B;This one will be sacrificed.;;;;;;;;;;;;x
amazon7C;I *am* the law! My sons will live free amongst us.;;;;;;;;;;;;x
unification0desc;The Empire is fragmented, but you are both renowned and pious enough that both the nobles and clergy might flock to you. Do you wish to publicize your claim to the throne?;;;;;;;;;;;;x
unification0A;Yes, immediately!;;;;;;;;;;;;x
unification0B;No, not yet...;;;;;;;;;;;;x
unification1desc;Word quickly spreads - has a child of the Empire finally become a worthy heir to Sigmar? From early reports, the peasants and clergy are supporting your claim, now you must await word from the Elector Counts and other lords...;;;;;;;;;;;;x
unification2desc;This person, loved and respected by both the peasants and clergy, has made a push for end of division and for the Empire to unite around their person. Do you support their claim?;;;;;;;;;;;;x
unification2A;Yes, let the division end.;;;;;;;;;;;;x
unification2B;No, I'll never bend the knee to this usurper!;;;;;;;;;;;;x
unification3desc;You have sworn to serve the new Emperor, and therefore, your contender title must be destroyed.;;;;;;;;;;;;x
unification4desc;My liege - I ask you to forgive my part in the recent troubles, and pray that a new era of unity and glory awaits us under your wise leadership.;;;;;;;;;;;;x
unification4A;Well said. Let all old divisions be settled.;;;;;;;;;;;;x
unification5desc;You have announced your rejection of this false new Emperor, but some of your vassals are not pleased...;;;;;;;;;;;;x
unification5A;Bah, let them grumble!;;;;;;;;;;;;x
unification6desc;I would rather see the Empire fall into ruin than bend the knee to you! I shall see you on the battlefield, foul usurper.;;;;;;;;;;;;x
unification6A;Traitor!;;;;;;;;;;;;x
ulthuan1desc;Whether through war or just the slow passage of time, the population in this province has fallen. Such is the fate of all elves in Ulthuan, to slowly diminish, but they will never yield to their enemies even so.;;;;;;;;;;;;x
ulthuan2desc;Whether through war or just the slow passage of time, the population in this province is now moderately depopulated. Empty villages and mansions dot the country side, their former inhabitants now only a distant memory.;;;;;;;;;;;;x
ulthuan3desc;Whether through war or just the slow passage of time, the population in this province is now heavily depopulated. The lords there struggle to maintain a semblance of civilization, and many areas are now devoid of elves entirely, given over to nature and the wild beasts.;;;;;;;;;;;;x
ulthuan4desc;Whether through war or just the slow passage of time, the population in this province is now severely depopulated. The major noble families still maintain their mansions and the immediate surrounds, but they have lost the ability to control much more than that.;;;;;;;;;;;;x
ulthuan5desc;This province is occupied by enemies and many precious elven lives have been lost.;;;;;;;;;;;;x
khornecultist1A;How do I summon a daemonic host and wreak havoc on the world?;;;;;;;;;;;;x
khornecultist1B;Openly turn to Chaos, and summon a daemonic host!;;;;;;;;;;;;x
EVTDESCKHORNECULTIST.13;To be worthy of the Blood God's attentions you must be a be a High-Magus of Khorne. Hold a grand rite or donate to the cult's coffers, and in time, he will bless you with his power and send armies to aid you depending on how strong the Winds of Chaos are.;;;;;;;;;;;;x
EVTDESCKHORNECULTIST.14;Do you wish to openly serve Khorne, and enact a ritual that will open a portal to the Realm of Chaos? (Be warned: There is no going back from this choice, once made);;;;;;;;;;;;x
khornecultist14A;BLOOD FOR THE BLOOD GOD!!!;;;;;;;;;;;;x
khornecultist14B;No, now is not the opportune time...;;;;;;;;;;;;x
EVTDESCKHORNECULTIST.15;This ruler has been a secret servant of the Ruinous Powers for some time now, and has finally proclaimed his allegiance. He or she has summoned a daemonic army and is preparing to wage a war of conquest!;;;;;;;;;;;;x
khornecultist15A;By the gods...!;;;;;;;;;;;;x
nurglecultist1A;How do I summon a daemonic host and wreak havoc on the world?;;;;;;;;;;;;x
nurglecultist1B;Openly turn to Chaos, and summon a daemonic host!;;;;;;;;;;;;x
nurglecultist13desc;To be worthy of the Grandfather Nurgle's attentions, the Winds of Chaos must be strong and you must be a be a High-Magus of Nurgle. Hold a grand rite or donate to the cult's coffers, and in time, he will bless you with his power and send armies to aid you.;;;;;;;;;;;;x
nurglecultist14desc;Do you wish to openly serve Nurgle, and enact a ritual that will open a portal to the Realm of Chaos? (Be warned: There is no going back from this choice, once made);;;;;;;;;;;;x
nurglecultist14A;FLIES FOR THE PLAGUE LORD!;;;;;;;;;;;;x
slaaneshcultist13desc;To be worthy of the Prince of Pleasure's attentions, the Winds of Chaos must be strong and you must be a be a High-Magus of Slaanesh. Hold a grand rite or donate to the cult's coffers, and in time, he will bless you with his power and send armies to aid you.;;;;;;;;;;;;x
slaaneshcultist14desc;Do you wish to openly serve Slaanesh, and enact a ritual that will open a portal to the Realm of Chaos? (Be warned: There is no going back from this choice, once made);;;;;;;;;;;;x
slaaneshcultist14A;ALL PRAISE SLAANESH!;;;;;;;;;;;;x
slaaneshcultist14B;No, now is not the opportune time...;;;;;;;;;;;;x
tzeentchcultist13desc;To be worthy of the Lord of Change's attentions, the Winds of Chaos must be strong and you must be a be a High-Magus of Tzeentch. Hold a grand rite or donate to the cult's coffers, and in time, he will bless you with his power and send armies to aid you.;;;;;;;;;;;;x
tzeentchcultist14desc;Do you wish to openly serve Tzeentch, and enact a ritual that will open a portal to the Realm of Chaos? (Be warned: There is no going back from this choice, once made);;;;;;;;;;;;x
tzeentchcultist14A;ALL MUST SERVE THE ARCHITECT OF FATE!;;;;;;;;;;;;x
undividedcultist13desc;To be worthy of the Chaos Gods attentions, the Winds of Chaos must be strong and you must be a be a High-Magus of the Dark Gods. Hold a grand rite or donate to the cult's coffers, and in time, he will bless you with his power and send armies to aid you.;;;;;;;;;;;;x
undividedcultist14desc;Do you wish to openly serve the Chaos Gods, and enact a ritual that will open a portal to the Realm of Chaos? (Be warned: There is no going back from this choice, once made);;;;;;;;;;;;x
undividedcultist14A;THE WORLD SHALL FALL!;;;;;;;;;;;;x
witchhunter35desc;There are known worshippers of Chaos in the realm... these must be rooted out with fire, steel, and cannon if need be!;;;;;;;;;;;;x
witchhunter36desc;My liege, there are known followers of the Ruinous Powers infesting your realm! These must be hunted down at once. Will you give the temple the authority to cleanse the land of this foul taint?;;;;;;;;;;;;x
witchhunter37desc;Your top liege has ordered that open Chaos followers in the realm be exterminated - temple armies led by Witch Hunters approach with fire and steel, but due to your skills you manage to escape them alive!;;;;;;;;;;;;x
witchhunter38desc;Your top liege has ordered that open Chaos followers in the realm be exterminated and temple armies led by Witch Hunters approach with fire and steel. You try to run, but they manage to corner you!;;;;;;;;;;;;x
chaosmagic2B;Do not bother me with this again;;;;;;;;;;;;x
amazon5B;No, let these ones keep roaming free;;;;;;;;;;;;x
amazon8desc;Once each spring, it is allowed for all Amazons of any caste to mate with men so that new daughters can be born. Do you wish to host a fertility ritual, and put your captive male population to good use?;;;;;;;;;;;;x
amazon8A;Yes, let the ritual be prepared!;;;;;;;;;;;;x
amazon8B;No, maybe next year...;;;;;;;;;;;;x
amazon9desc;Rigg, Goddess of War and Battle does not normally tolerate men in her realm, but tonight her sister Serena will allow an exception. The drums beat, the pace of the dance increases, and as the wine flows, your ceremonial husband for one night is brought before you in chains along with many others for your gathered sisters. You may do as you wish with him and if he does not please you, the Snake-Goddess Serena will welcome his sacrifice after he has performed his final duty for the Amazon Sisterhood!;;;;;;;;;;;;x
amazon9A;Come with me, slave...;;;;;;;;;;;;x
amazon10desc;While lying in the prison cell you hear the drums beat, the pace of the dance increases, the laughter upstairs in the palace grow increasingly wild as the wine no doubt flows. Fierce Amazon spearmaidens soon arrive to put you in chains and drag up to the hall along with the others. You are soon brought before an Amazon Priestess, and she leads you towards her private quarters... you have heard rumours that men who displease them during the fertility rites are sacrificed, so your heart is pumping out of your chest...;;;;;;;;;;;;x
amazon10A;Must ... not... disappoint her!;;;;;;;;;;;;x
amazon11desc;You wake up with a smile on your face, sighing contentedly. The slave performed well last night, and you are inclined to let him live on. Yet on the other hand, Serena favours those who sacrifice in her name... especially things they place value on.;;;;;;;;;;;;x
amazon11A;Another time perhaps. For now, this one lives.;;;;;;;;;;;;x
amazon11B;A life for a life, Serena will have his blood!;;;;;;;;;;;;x
amazon12desc;You wake up with a sneer awoken by the slave's snoring, still tied to your bed. You remember his pathetic performance last night, and the blood lust begins to boil in your veins...;;;;;;;;;;;;x
amazon12A;No, I'm going to be merciful.;;;;;;;;;;;;x
amazon12B;At least I'll enjoy sacrificing this one, and hearing his screams.;;;;;;;;;;;;x
amazon13desc;You wake up tied to the Priestess's bed, and find her smiling down on you. 'Good slave,' she whispers, 'I hope the others let you live too, and I get you next year as well...';;;;;;;;;;;;x
amazon13A;Thank the gods, I'm going to live!;;;;;;;;;;;;x
amazon14desc;You wake up tied to the Priestess's bed, and find her sneering face looking down on you. Without a word, you are knocked unconscious by the hilt of a wicked looking dagger and when you come to... you are in the great hall, kneeling before the high priestess. Drums are beating, your head is pounding, Amazons are dancing and cheering behind you, and then a sharp cold pain is felt against your throat. You have no time to scream as the last things you see is a spray of blood pouring out on the ground from your throat!;;;;;;;;;;;;x
amazon14A;Ugghhhh!!!;;;;;;;;;;;;x
amazon15desc;The sacrifices to Serena are brought before the throne. These men have proven themselves worthless. The drums are beating, your sisters are dancing around them, and cheers emanate from the sides of the great hall. Finally you step down behind the slave you bedded last night, savour the look of terror on his face, and then swiftly draw the sacrificial dagger as you move behind him and spray his lifeblood all over the floor. The Creators be praised, let this sacrifice please the Snake-Goddess!;;;;;;;;;;;;x
amazon15A;Serena be praised!;;;;;;;;;;;;x
amazon17desc;In the eyes of the world, your child is a bastard, but in Amazon culture that is not so. Your child is your legitimate heir, no matter who the father is.;;;;;;;;;;;;x
amazon17A;That is the proper way of things.;;;;;;;;;;;;x
amazon18desc;You have been told previously that you are an exception, and do not have to be a slave in the Amazon hierarchy. Yet you find yourself in prison along with the others...;;;;;;;;;;;;x
