#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#BUILDINGS#;;;;;;;;;;;;;;
#Greenskins#;;;;;;;;;;;;;;
ca_al_haikk_desc;Al-Haikk is traditionally the capital of Araby, whenever the nation is united. Once known as the “Jewel of Araby”, the city has declined importance in recent years, with continued wars, disasters and sieges targeting it due its source of legitimacy as the seat of the Great Sultan of All-Araby. While it’s usually called the “City of Thieves” nowadays, due to the rampant depopulation – and thievery – in some of its old quarters, and overshadowed by other thriving rival cities, it remains a prestigious location to all Arabyans.;;;;;;;;;x
ca_arabyan_qassabah_1;Arabyan Ksar;;;;;;;;;x
ca_arabyan_qassabah_2;Arabyan Ksar;;;;;;;;;x
ca_arabyan_qassabah_3;Arabyan Ksar;;;;;;;;;x
ca_arabyan_qassabah_4;Arabyan Ksar;;;;;;;;;x
ca_arabyan_qassabah_5;Arabyan Ksar;;;;;;;;;x
ca_arabyan_qassabah_6;Arabyan Ksar;;;;;;;;;x
ca_arabyan_qassabah_1_desc;The Arabyan Ksar, or "citadel" in the Imperial tongue, is the central administration complex for all Arabyan military settlements. While the Ksar is the military might of the Arabyans, their architecture is legendary, full of impossible shapes, domed-roof buildings, and a myriad of spires, all linked with small walkways to get to-and-from. This not only serves to appease foreign emissaries, but to provide a confusing, maze-like structure, making it difficult for invaders to successfully take an Arabyan settlement.;;;;;;;;;x
ca_tarikahwarriors_1;Tarikah Barracks;;;;;;;;;x
ca_tarikahwarriors_2;Tarikah Barracks;;;;;;;;;x
ca_tarikahwarriors_3;Tarikah Barracks;;;;;;;;;x
ca_tarikahwarriors_4;Tarikah Barracks;;;;;;;;;x
ca_tarikahwarriors_5;Tarikah Barracks;;;;;;;;;x
ca_tarikahwarriors_6;Tarikah Barracks;;;;;;;;;x
ca_tarikahwarriors_1_desc;The Tarikah are lightly armored sword-and-bow infantry units that act as the mainstay for any Arabyan army. While Araby fields the finest cavalry in the Human world, their infantry are nothing to scoff at, as the art of sword dancing and the skills of their bowmen are impressive.;;;;;;;;;x
ca_shushtar_1;Shushtar Warriors;;;;;;;;;x
ca_shushtar_2;Shushtar Warriors;;;;;;;;;x
ca_shushtar_3;Shushtar Warriors;;;;;;;;;x
ca_shushtar_4;Shushtar Warriors;;;;;;;;;x
ca_shushtar_5;Shushtar Warriors;;;;;;;;;x
ca_shushtar_6;Shushtar Warriors;;;;;;;;;x
ca_shushtar_1_desc;The Shushtar used to be an ancient Arabyan tribe that used mounted archery and lightning fast cavalry strikes to great effect against the old Nehekharan empire. While their tribe would eventually perish, their fighting style would not, and the Nomadic Nehekkas, Tevari, and the Urban Ramaccans now use it to once again wreak havoc onto their foes.;;;;;;;;;x
ca_shariati_1;Shariati Heavy Cavalry;;;;;;;;;x
ca_shariati_2;Shariati Heavy Cavalry;;;;;;;;;x
ca_shariati_3;Shariati Heavy Cavalry;;;;;;;;;x
ca_shariati_4;Shariati Heavy Cavalry;;;;;;;;;x
ca_shariati_5;Shariati Heavy Cavalry;;;;;;;;;x
ca_shariati_6;Shariati Heavy Cavalry;;;;;;;;;x
ca_shariati_1_desc;The Shariati are the 'heavy' cavalry components of Cophic and nomadic Arabyan armies. Unlike the Shushtar, who use mounted archery and harass tactics, the Shariati make use of the sturdy Arabyan camel to deliver devastating charges unto enemy lines. It is also known that foreign horses(those that are not native to Araby) are afraid of camels due to their smell, and so the camel cavalry was also initially the reason for many Arabyan victories during the crusades.;;;;;;;;;x
ca_ramaccan_jannisaries_1;Ramaccan Janissaries;;;;;;;;;x
ca_ramaccan_jannisaries_2;Ramaccan Janissaries;;;;;;;;;x
ca_ramaccan_jannisaries_3;Ramaccan Janissaries;;;;;;;;;x
ca_ramaccan_jannisaries_4;Ramaccan Janissaries;;;;;;;;;x
ca_ramaccan_jannisaries_5;Ramaccan Janissaries;;;;;;;;;x
ca_ramaccan_jannisaries_1_desc;The Ramaccan Janissary is the penultimate, modern Arabyan warrior. Raised from a young age to be a killing machine, these soldiers are of the highest quality an Arabyan lord can field, and normally serve as his or her bodyguards and elite detachments in the field of battle. Heavily armed, incredibly disciplined, these warriors make short work of anyone foolish enough to stand in their path.;;;;;;;;;x
ca_cophic_mamluks_1;Cophic Cataphracts;;;;;;;;;x
ca_cophic_mamluks_2;Cophic Cataphracts;;;;;;;;;x
ca_cophic_mamluks_3;Cophic Cataphracts;;;;;;;;;x
ca_cophic_mamluks_4;Cophic Cataphracts;;;;;;;;;x
ca_cophic_mamluks_5;Cophic Cataphracts;;;;;;;;;x
ca_cophic_mamluks_1_desc;The Cataphract is an old Cophic idea made new. Much like the Ramaccan Jannisary, the Cophic Cataphract is an elite warrior of mostly noble stock, given the finest weapons, armor, steeds, and training to create a terrifying mounted warrior capable of smashing through enemy lines with frightening speed and grace.;;;;;;;;;x
ca_medean_warelephant_1;Medean War-Elephants;;;;;;;;;x
ca_medean_warelephant_2;Medean War-Elephants;;;;;;;;;x
ca_medean_warelephant_3;Medean War-Elephants;;;;;;;;;x
ca_medean_warelephant_4;Medean War-Elephants;;;;;;;;;x
ca_medean_warelephant_5;Medean War-Elephants;;;;;;;;;x
ca_medean_warelephant_1_desc;Due to the many colonies established by the Medeans in the Southlands, their various city-states can field the impressive Southland Elephants, gigantic beasts of war from deep within the jungles of the south. These elephants are accompanied by Southland tribesmen, who paint various symbols and images onto their elephants to intimidate and frighten their enemies.;;;;;;;;;x
ca_tevari_sanddevils_1;Sand Devils;;;;;;;;;x
ca_tevari_sanddevils_2;Sand Devils;;;;;;;;;x
ca_tevari_sanddevils_3;Sand Devils;;;;;;;;;x
ca_tevari_sanddevils_4;Sand Devils;;;;;;;;;x
ca_tevari_sanddevils_5;Sand Devils;;;;;;;;;x
ca_tevari_sanddevils_1_desc;In the harsh deserts and sand dunes of Araby and Nehekhara, heavy armour and infantry are mostly impractical. Due to this, and the nature of the lifestyle of the Tevari and Nehekkas, most of their number fight on horseback. Lightly armored, these warriors are quick enough to chase down even mounted skirmishers.;;;;;;;;;x
ca_arabnyancaravan_1;Grand Caravansary;;;;;;;;;x
ca_arabnyancaravan_2;Great Caravansary;;;;;;;;;x
ca_arabnyancaravan_1_desc;Found almost everywhere in Araby, the caravansary is the lifeblood of trade. It functions much like a marketplace from foreign lands, but larger, and full of exotic foods, crafts, people and creatures.;;;;;;;;;x
ca_arabyancorsairs_1;Corsairs of Araby;;;;;;;;;x
ca_arabyancorsairs_2;Corsairs of Araby;;;;;;;;;x
ca_arabyancorsairs_3;Corsairs of Araby;;;;;;;;;x
ca_arabyancorsairs_4;Corsairs of Araby;;;;;;;;;x
arabyancorsairs_desc;Here is where the fabled corsairs of Araby make port. Home to some of the most feared men in the oceans, easily capable of chasing down vulnerable trade ships and other soft targets in their dhows.;;;;;;;;;x
ct_cavalrystables_1;Arabyan Cavalry Militia;;;;;;;;;x
ct_cavalrystables_2;Arabyan Cavalry Militia;;;;;;;;;x
ct_cavalrystables_3;Arabyan Cavalry Militia;;;;;;;;;x
ct_cavalrystables_4;Arabyan Cavalry Militia;;;;;;;;;x
ct_cavalrystables_5;Arabyan Cavalry Militia;;;;;;;;;x
ct_cavalrystables_1_desc;While most soldiers raised in Arabyan cities are militia units, one should not mistake these riders as amateur or of poor quality. Horsemanship is a very serious and respected skill in Araby, and those cavalry units raised here are of no lesser quality than those trained in the Ksars.;;;;;;;;;x
ct_grandbazaar_1;Great Bazaar;;;;;;;;;x
ct_grandbazaar_2;Great Bazaar;;;;;;;;;x
ct_grandbazaar_3;Great Bazaar;;;;;;;;;x
ct_grandbazaar_4;Great Bazaar;;;;;;;;;x
ct_grandbazaar_5;Great Bazaar;;;;;;;;;x
ct_grandbazaar_6;Great Bazaar;;;;;;;;;x
ct_grandbazaar_1_desc;While many would say that the towering spires of the Ksars, or the daemonic, spell-bounded Djinn are what Araby is most known for, it is instead their cities' great bazaars, magnificent sections of Arabyan cities, mostly open air, full of exotic goods, everyday supplies, and of course, many stalls full of crafts and goods of questionable quality and authenticity.;;;;;;;;;x
ct_arabyan_cities_1;Arabyan Caravan-City;;;;;;;;;x
ct_arabyan_cities_2;Arabyan Caravan-City;;;;;;;;;x
ct_arabyan_cities_3;Arabyan Caravan-City;;;;;;;;;x
ct_arabyan_cities_4;Arabyan Caravan-City;;;;;;;;;x
ct_arabyan_cities_5;Arabyan Caravan-City;;;;;;;;;x
ct_arabyan_cities_6;Arabyan Caravan-City;;;;;;;;;x
ct_arabyan_cities_1_desc;Arabyans are know for two things, their horsemen, and their caravans. Here, in the beautiful cities that hug the deserts or sea-sides, the vast majority of caravans end up at. Much like the Ksars, the architecture of an Arabyan city makes it very difficult to siege properly.;;;;;;;;;x
ct_urbanmilitia_1;Urban Militia Quarters;;;;;;;;;x
ct_urbanmilitia_2;Urban Militia Quarters;;;;;;;;;x
ct_urbanmilitia_3;Urban Militia Quarters;;;;;;;;;x
ct_urbanmilitia_4;Urban Militia Quarters;;;;;;;;;x
ct_urbanmilitia_5;Urban Militia Quarters;;;;;;;;;x
ct_urbanmilitia_6;Urban Militia Quarters;;;;;;;;;x
ct_urbanmilitia_1_desc;Here is where an Arabyan city's foot-bound militia units are trained and housed. Armed with bows, spears, and swords, these militia units can hold their own in the field of battle, and can also reliably police Arabyan cities.;;;;;;;;;x
ct_southland_elephant_1;Southlander Quarters;;;;;;;;;x
ct_southland_elephant_2;Southlander Quarters;;;;;;;;;x
ct_southland_elephant_3;Southlander Quarters;;;;;;;;;x
ct_southland_elephant_4;Southlander Quarters;;;;;;;;;x
ct_southland_elephant_1_desc;Due to the closeness of the Southlands and Araby, -not just geographically speaking- most, if not all Arabyan cities have city quarters inhabited by Southlanders. While this may seem innocent at first, these quarters more often than not are poorly maintained, and lawless, save for one part, the War-Elephant pens. Great care is taken in maintaining these pens, for should an Elephant get lose in a city, it could be disastrous.;;;;;;;;;x
tp_grandlibrary_1;Grand Library;;;;;;;;;x
tp_grandlibrary_2;Grand Library;;;;;;;;;x
tp_grandlibrary_3;Grand Library;;;;;;;;;x
tp_grandlibrary_4;Grand Library;;;;;;;;;x
tp_grandlibrary_5;Grand Library;;;;;;;;;x
tp_grandlibrary_6;Grand Library;;;;;;;;;x
tp_grandlibrary_1_desc;The Grand Library is the center of most Arabyan scholarship, be it scientific or religious in nature. Here, one can find a vast array of books written by scientists, philosophers, mathematicians, and even theologians in the great halls of the library, as well as a secret vault designed to house the Djinni, spell-bound daemons used by scholars as guards, or in times of war, soldiers.;;;;;;;;;x
tp_phoneixguard_1;Burning Scimitars Barracks;;;;;;;;;x
tp_phoneixguard_2;Burning Scimitars Barracks;;;;;;;;;x
tp_phoneixguard_3;Burning Scimitars Barracks;;;;;;;;;x
tp_phoneixguard_4;Burning Scimitars Barracks;;;;;;;;;x
tp_phoneixguard_5;Burning Scimitars Barracks;;;;;;;;;x
tp_phoneixguard_6;Burning Scimitars Barracks;;;;;;;;;x
tp_phoneixguard_1_desc;The Burning Scimitars are an elite fighting forces stationed inside the Arabyan Grand Libraries. They are mostly composed of veterans of previous wars, thus making them stubborn defenders should the library come under attack, or if the scholars lose control of their Djinni.;;;;;;;;;x
tp_arabyan_stallions_1;Arabyan Stallion Paddocks;;;;;;;;;x
tp_arabyan_stallions_2;Arabyan Stallion Paddocks;;;;;;;;;x
tp_arabyan_stallions_3;Arabyan Stallion Paddocks;;;;;;;;;x
tp_arabyan_stallions_4;Arabyan Stallion Paddocks;;;;;;;;;x
tp_arabyan_stallions_5;Arabyan Stallion Paddocks;;;;;;;;;x
tp_arabyan_stallions_6;Arabyan Stallion Paddocks;;;;;;;;;x
tp_arabyan_stallions_1_desc;Just outside the library, in a separate building live the stallions ridden into battle by the Burning Scimitars' mounted counterparts. Due to the power the libraries hold over Araby, they are given the best equipment and training, even if they are not the sons of a rich merchant or noble.;;;;;;;;;x
tp_fine_arts_1;Fine Arts Faculty;;;;;;;;;x
tp_fine_arts_2;Fine Arts Faculty;;;;;;;;;x
tp_fine_arts_3;Fine Arts Faculty;;;;;;;;;x
tp_fine_arts_4;Fine Arts Faculty;;;;;;;;;x
tp_fine_arts_5;Fine Arts Faculty;;;;;;;;;x
tp_fine_arts_6;Fine Arts Faculty;;;;;;;;;x
tp_fine_arts_1_desc;The library is not all study and work, for fine art faculties also set up inside the building. While most of their work is for the people of Araby, a fraction of their crafts are actually vessels used by the scholars to spell-bind daemons to objects, so that they may be controlled and used against the enemies of Araby.;;;;;;;;;x
tp_ahgrimanitethought_1;School of Ahgrimanite Thought;;;;;;;;;x
tp_ahgrimanitethought_2;School of Ahgrimanite Thought;;;;;;;;;x
tp_ahgrimanitethought_3;School of Ahgrimanite Thought;;;;;;;;;x
tp_ahgrimanitethought_1_desc;While the local lord and surrounding province may not follow the teachings of Ormazd, many scholars that live inside the library do, with this section devoted entirely to the school of Ahgrimanite thought, which preaches that Ormazd was a patron of reason and free thought.;;;;;;;;;x
tp_zirvitethought_1;School of Zirvite Thought;;;;;;;;;x
tp_zirvitethought_2;School of Zirvite Thought;;;;;;;;;x
tp_zirvitethought_3;School of Zirvite Thought;;;;;;;;;x
tp_zirvitethought_1_desc;While the local lord and surrounding province may not follow the teachings of Ormazd, many scholars that live inside the library do, with this section devoted entirely to the school of Zirvite thought, which preaches that Ormazd was a patron of tradition and faith.;;;;;;;;;x
tp_geosisthought_1;School of Geosite Thought;;;;;;;;;x
tp_geosisthought_2;School of Geosite Thought;;;;;;;;;x
tp_geosisthought_3;School of Geosite Thought;;;;;;;;;x
tp_geosisthought_1_desc;The school of Geosis, or Geosite thought, is a relatively new school of thought, brought along by Tileans and Bretonnians from the crusades. It preaches that Ormazd valued the material world above all else, and that only through absolute obedience would Araby prevail.;;;;;;;;;x
tp_djinntrove_1;Djinn Treasure Trove;;;;;;;;;x
tp_djinntrove_2;Djinn Treasure Trove;;;;;;;;;x
tp_djinntrove_3;Djinn Treasure Trove;;;;;;;;;x
tp_djinntrove_4;Djinn Treasure Trove;;;;;;;;;x
tp_djinntrove_5;Djinn Treasure Trove;;;;;;;;;x
tp_djinntrove_1_desc;Inside a vault deep within the library dwell the Djinni, bounded daemons used by Arabyan scholars for a multitude of tasks, chores, and research possibilities. While they are normally kept lock up inside the vault for their own safety, in times of war the scholars will call upon them to aid Arabyan armies in battle, providing shock troops and other types of supporting units.;;;;;;;;;x
#Estalia#;;;;;;;;;;;;;;
ct_magritta;Magritta;;;;;;;;;x
ct_magritta_desc;Magritta is the largest and probably the most important settlement in Estalia. Located on the southern shore of the peninsula, it’s one of the main trading ports of the Southern Seas. Magritta maintains a strong maritime presence here, and aggressively patrols its waters against Sartosan pirates, Arabyan corsairs and, while at it, imposes a “toll” on foreign ships moving through its territory. It is also the home of the Archecclesiatium, the main temple of the Cult of Myrmidia.;;;;;;;;;x
ct_bilbali;Bilbali;;;;;;;;;x
ct_bilbali_desc;Bilbali is, in many ways, a stark contrast to its southern rival, Magritta. Where Margitta’s climate is warm and bright, Bilbali is always covered in rain and fog. While Magritta’s golden shores are bathed by the temperate waters of the Southern Seas, the waves of the Great Ocean clash against the rocky cliffs of Bilbali. This is noticeable even their produce, as Bilbali’s main export is the weaponry in their military arsenals and gunpowder refineries. It also acts as a trading hub between Lustria and the Old World, and the city is unusually welcoming of Bretonnian merchants ( For an Estalian city, that is ).;;;;;;;;;x
#Tilea#;;;;;;;;;;;;;;
ca_miragliano;Miragliano;;;;;;;;;x
ca_miragliano_desc;One of the mightiest city-states of Tilea, Miragliano is always assailed by the plagues and insidious ratmen coming from the Blighted Marshes to its west. As a result, the city itself is highly fortified, with walls specially designed to give maximum advantage to artillery firing from it, and towers that never crumble even when leaning at near-comical angles. These excellently planned fortifications are the results of the sponsorship of engineering, science and other arts by the Princes of Miragliano. Thus, it is not surprise that this was the city to give birth to the genius inventor and engineer, Leonardo da Miragliano.;;;;;;;;;x
ct_remas;Remas;;;;;;;;;x
ct_remas_desc;Remas is the greatest and most ancient city in Tilea. It is home to a huge circular port, said to have been built when the city was still a High Elf trading post, and even in the ruined and dilapidated state it is now, it still houses the powerful Reman fleet. A great bridge links the city proper to the port, and also houses many businesses and the fine palaces of the merchant princes. Remas proper is laid out on a grand scale within a long circuit of defenses, and protected by mercenary companies of pikemen that fight in the ancient style.;;;;;;;;;x
ca_duellist_barracks_1;Sellsword Barracks;;;;;;;;;x
ca_duellist_barracks_2;Sellsword Barracks;;;;;;;;;x
ca_duellist_barracks_3;Sellsword Barracks;;;;;;;;;x
ca_duellist_barracks_4;Sellsword Barracks;;;;;;;;;x
ca_duellist_barracks_1_desc;Here are where the sellswords reside, lightly armored swordsmen, usually made up of deserters from foreign lands, impetuous duelists and other scoundrels, usually hired to protect the flanks of Pike and Crossbow regiments.;;;;;;;;;x
ca_pikecross_barracks_1;Pike and Crossbow Barracks;;;;;;;;;x
ca_pikecross_barracks_2;Pike and Crossbow Barracks;;;;;;;;;x
ca_pikecross_barracks_3;Pike and Crossbow Barracks;;;;;;;;;x
ca_pikecross_barracks_4;Pike and Crossbow Barracks;;;;;;;;;x
ca_pikecross_barracks_5;Pike and Crossbow Barracks;;;;;;;;;x
ca_pikecross_barracks_6;Pike and Crossbow Barracks;;;;;;;;;x
ca_pikecross_barracks_1_desc;Tilean Pike and Crossbow regiments are trained here. Each regiment has a long history, and many record their services as as mercenaries as well as professional soldiery with pride. The Tilean Princes will usually employ these kind of companies as the mainstay of their personal armies.;;;;;;;;;x
ca_tilean_cavaliere_1;Tilean Freelancer Lists;;;;;;;;;x
ca_tilean_cavaliere_2;Tilean Freelancer Lists;;;;;;;;;x
ca_tilean_cavaliere_3;Tilean Freelancer Lists;;;;;;;;;x
ca_tilean_cavaliere_4;Tilean Freelancer Lists;;;;;;;;;x
ca_tilean_cavaliere_5;Tilean Freelancer Lists;;;;;;;;;x
ca_tilean_cavaliere_6;Tilean Freelancer Lists;;;;;;;;;x
ca_tilean_cavaliere_1_desc;Tilea is a mountainous and hilly region, unbefitting of horse warfare, so most Princes don't train or equip any kind of horsemen in their personal armies. Instead, they employ Freelancers, made up from robber knights and disgraced nobles, usually from Bretonnia, the Empire or Kislev. They make up a strong heavy cavalry formation, most of the time.;;;;;;;;;x
ca_mercenary_ogres_1;Mercenary Ogre Camp;;;;;;;;;x
ca_mercenary_ogres_2;Mercenary Ogre Camp;;;;;;;;;x
ca_mercenary_ogres_3;Mercenary Ogre Camp;;;;;;;;;x
ca_mercenary_ogres_4;Mercenary Ogre Camp;;;;;;;;;x
ca_mercenary_ogres_1_desc;Ogres are known to sell themselves are mercenaries for payment, adventure, and above all, food, meaning they are very easy to maintain. A camp of Ogres has been established in this province, allowing the ruler to raise heavy shock troops in times of war. These Ogres however, are not very fond of cannons.;;;;;;;;;x
ca_cannonsmith_1;Cannonsmithy;;;;;;;;;x
ca_cannonsmith_2;Cannonsmithy;;;;;;;;;x
ca_cannonsmith_3;Cannonsmithy;;;;;;;;;x
ca_cannonsmith_4;Cannonsmithy;;;;;;;;;x
ca_cannonsmith_1_desc;Tilea's terrain does not allow for larger cannons that the Dwarf and Imperial armies field, so much more emphasis is put on mobility rather than caliber. This does not make them any less deadly, or any less louder for that matter.;;;;;;;;;x
ca_tilean_keep_1;Princely Palace;;;;;;;;;x
ca_tilean_keep_2;Princely Palace;;;;;;;;;x
ca_tilean_keep_3;Princely Palace;;;;;;;;;x
ca_tilean_keep_4;Princely Palace;;;;;;;;;x
ca_tilean_keep_5;Princely Palace;;;;;;;;;x
ca_tilean_keep_6;Princely Palace;;;;;;;;;x
ca_tilean_keep_1_desc;The main keeps of Tilean fortresses are usually ostentatious palaces built by its myriad of Princes. While they lack the typical garrison of armoured footmen and free riders of other realms, they make up with a veritable army of philosophers, painters, sculptors and other polymaths seeking patronage, who make the abodes of Tliean princes into true cultural – and financial - centers.;;;;;;;;;x
#Aegos#
ca_castellumos_1;Castellumos;;;;;;;;;x
ca_castellumos_2;Castellumos;;;;;;;;;x
ca_castellumos_3;Castellumos;;;;;;;;;x
ca_castellumos_4;Castellumos;;;;;;;;;x
ca_castellumos_5;Castellumos;;;;;;;;;x
ca_castellumos_6;Castellumos;;;;;;;;;x
ca_castellumos_1_desc;The Castellumos, or 'Castle' in Myken, is the military center for the region, housing most of a Myken lord's levies and retinues, as well as some servants. Due to the increasing in Tilean pressure on the Mykens, many Castellumoi employ large amounts of artisans or philosophers, adopting and melding the Tilean and Myken arts together into a fascinating blend.;;;;;;;;;x
ca_akritai_archers_1;Akritai Archery Grounds;;;;;;;;;x
ca_akritai_archers_2;Akritai Archery Grounds;;;;;;;;;x
ca_akritai_archers_3;Akritai Archery Grounds;;;;;;;;;x
ca_akritai_archers_4;Akritai Archery Grounds;;;;;;;;;x
ca_akritai_archers_5;Akritai Archery Grounds;;;;;;;;;x
ca_akritai_archers_1_desc;The Akritai are the main skirmishing force for the Myken armies, equipped with javelins, crossbows, and sometimes even long bows. Like most Myken soldiery, these troops are professional soldiers, with paid saleries and terms for service, most signing a 5 year term, with the chance of either retiring after or continuing service and being promoted to a more prestigious rank. Akritai however, are much more loose in this regard, and many are Game wardens or hunters during times of peace, giving them an edge in the dark woods of Stygia or in the scorching heat of the badlands.;;;;;;;;;x
ca_comitos_barracks_1;Comitos Barracks;;;;;;;;;x
ca_comitos_barracks_2;Comitos Barracks;;;;;;;;;x
ca_comitos_barracks_3;Comitos Barracks;;;;;;;;;x
ca_comitos_barracks_4;Comitos Barracks;;;;;;;;;x
ca_comitos_barracks_5;Comitos Barracks;;;;;;;;;x
ca_comitos_barracks_6;Comitos Barracks;;;;;;;;;x
ca_comitos_barracks_1_desc;The Comitos, or Comitoi, are the heavy standing infantry force of the Mykens, and are second in prestige only to the Excubitoroi. Like the Akritai and Excubitoroi, they have paid saleries and terms for service, but unlike the Akritai, it is not uncommon for Comitoi to be rewared small plots of land in return for their services in war, in addition to their saleries, making them stubborn defenders that do not retreat easily.;;;;;;;;;x
ca_excubitoroi_guard_1;Excubitoroi Guard;;;;;;;;;x
ca_excubitoroi_guard_2;Excubitoroi Guard;;;;;;;;;x
ca_excubitoroi_guard_3;Excubitoroi Guard;;;;;;;;;x
ca_excubitoroi_guard_4;Excubitoroi Guard;;;;;;;;;x
ca_excubitoroi_guard_5;Excubitoroi Guard;;;;;;;;;x
ca_excubitoroi_guard_6;Excubitoroi Guard;;;;;;;;;x
ca_excubitoroi_guard_1_desc;The Excubitoroi guard are the finest horsemen in the borderlands and badlands, only surpassed by the Arabyans in the south in horsemanship, of which the Excubitoroi learn much from. These guards are the highest in the Myken tier system, and many are either minor nobles or wealthy merchant sons looking for honor and glory, or, in the case of the captains of the guard, the lord or lady's ear. Heavily armoured, incredibly disciplined, these riders make quick work of any Orkish or Beastman horde that dares to encroach upon a Myken's land.;;;;;;;;;x
ca_mykenwall_q_1;Limetatoi Guardposts;;;;;;;;;x
ca_mykenwall_q_2;Limetatoi Guardposts;;;;;;;;;x
ca_mykenwall_q_3;Limetatoi Guardposts;;;;;;;;;x
ca_mykenwall_q_4;Limetatoi Guardposts;;;;;;;;;x
ca_mykenwall_q_5;Limetatoi Guardposts;;;;;;;;;x
ca_mykenwall_q_1_desc;The Limetatoi, or 'garrison', are those that guard the Limes of a Myken lord or lady's border, and are normally a citizen's first line of defense against any invading threat. Not terribly armoured, nor incredibly disciplined, the Limetatoi's job is to just hold the line until the Comitoi and Excubitoroi arrive to clean up the invaders.;;;;;;;;;x
ct_scutarii_muster_1;Scutarii Levy;;;;;;;;;x
ct_scutarii_muster_2;Scutarii Levy;;;;;;;;;x
ct_scutarii_muster_3;Scutarii Levy;;;;;;;;;x
ct_scutarii_muster_4;Scutarii Levy;;;;;;;;;x
ct_scutarii_muster_5;Scutarii Levy;;;;;;;;;x
ct_scutarii_muster_6;Scutarii Levy;;;;;;;;;x
ct_scutarii_muster_1_desc;Myken Scutarii are the only militia units in a Myken army, being composed entirely of spears, and in some cases pikes, Scutarii are only raised in cities, and are most similar to the Bretonnian peasant levies in terms of quality and equipment. While they would most certainly lose in a one on one fight, the Scutarii's job is mostly for holding ground and stopping cavalry, something their spears and pikes allow them to do very well.;;;;;;;;;x
ct_ballistarii_1;Ballistarii Barracks;;;;;;;;;x
ct_ballistarii_2;Ballistarii Barracks;;;;;;;;;x
ct_ballistarii_3;Ballistarii Barracks;;;;;;;;;x
ct_ballistarii_4;Ballistarii Barracks;;;;;;;;;x
ct_ballistarii_5;Ballistarii Barracks;;;;;;;;;x
ct_ballistarii_1_desc;The Ballistarii are crossbow wielding heavy skirmisher troops designed to kill other skirmisher and heavy infantry formations with their powerful siege crossbows. Due to the close relationship between the Mykens and the Dwarves, the Ballistarii's crossbows are of superior make compared to the Estalian or Tilean models, easily puncturing plate mail and in some cases being forceful enough to pass through multiple targets.;;;;;;;;;x
ct_atamos_1;Atamos Stables;;;;;;;;;x
ct_atamos_2;Atamos Stables;;;;;;;;;x
ct_atamos_3;Atamos Stables;;;;;;;;;x
ct_atamos_4;Atamos Stables;;;;;;;;;x
ct_atamos_5;Atamos Stables;;;;;;;;;x
ct_atamos_1_desc;The Atamoi are the wealthy sons of merchants or ruler republican leaders, pressed into service so that the merchantile class may receive more recognition for their services to their lord or lady. They are not as heavily armoured or disciplined as the Excubitoroi, but make good units for harassing armies and chasing down fleeing enemies.;;;;;;;;;x
ct_myken_city_1;Myken City;;;;;;;;;x
ct_myken_city_2;Myken City;;;;;;;;;x
ct_myken_city_3;Myken City;;;;;;;;;x
ct_myken_city_4;Myken City;;;;;;;;;x
ct_myken_city_5;Myken City;;;;;;;;;x
ct_myken_city_6;Myken City;;;;;;;;;x
