imperial_feudal_contract_desc;Feudal Levy Laws control the proportion of their levies that vassal lords nominally have to provide their liege.;Les lois relatives aux troupes féodales déterminent le pourcentage de troupes que les vassaux doivent fournir à leur suzerain.;Das feudale Wehrpflichtigenrecht regelt, welchen Teil ihrer Wehrpflichtigen Vasallenfürsten nominell ihrem Lehnsherrn zur Verfügung stellen müssen.;;La ley de leva feudal determina la proporción de leva que los señores vasallos deben proporcionar a su feudo.;;;;;;;;;x
imperial_feudal_contract_0;Minimal Feudal Levies;Troupes féodales - Minimum;Minimale feudale Wehrpflichtige;;Leva feudal mínima;;;;;;;;;x
imperial_feudal_contract_0_option;Min;Minime;Min;;Mín.;;;;;;;;;x
imperial_feudal_contract_0_desc;Vassal Feudal lords must only provide you with a majority of their levies.;Les seigneurs féodaux doivent mettre à votre disposition une force minimale leurs troupes.;Vasallenfürsten müssen Euch nur einen Großteil ihrer Wehrpflichtigen zur Verfügung stellen.;;Los señores vasallos deben proporcionarte la mayoría de sus levas.;;;;;;;;;x
imperial_feudal_contract_1;Small Feudal Levies;Troupes féodales - Petites;Wenig feudale Wehrpflichtige;;Leva feudal pequeña;;;;;;;;;x
imperial_feudal_contract_1_option;Small;Petites;Wenig;;Pequeña;;;;;;;;;x
imperial_feudal_contract_1_desc;Vassal Feudal lords may retain a significant portion of their levies for themselves.;Les seigneurs féodaux peuvent conserver un nombre important de troupes pour eux.;Vasallenfürsten behalten einen Großteil ihrer Wehrpflichtigen für sich selbst.;;Los señores vasallos pueden conservar una parte significativa de sus levas.;;;;;;;;;x
imperial_feudal_contract_2;Normal Feudal Levies;Troupes féodales - Normales;Normale feudale Wehrpflichtige;;Leva feudal mediana;;;;;;;;;x
imperial_feudal_contract_2_option;Normal;Normales;Normal;;Normal;;;;;;;;;x
imperial_feudal_contract_2_desc;Vassal Feudal lords retain small mobile retinues in addition to their garrisons.;Les seigneurs féodaux conservent de petites suites mobiles, en plus de leurs garnisons.;Vasallenfürsten behalten zusätzlich zu ihren Garnisonen ein kleines mobiles Gefolge.;;Los señores vasallos conservan pequeño séquito itinerante además de sus tropas.;;;;;;;;;x
imperial_feudal_contract_3;Maximum Feudal Levies;Troupes féodales maximales;Maximale feudale Wehrpflichtige;;Leva feudal máxima;;;;;;;;;x
imperial_feudal_contract_3_option;Max;Totales;Max;;Máx.;;;;;;;;;x
imperial_feudal_contract_3_desc;Vassal Feudal lords are obliged to provide their entire levy.;Les seigneurs féodaux sont tenus de mettre à disposition toutes leurs troupes.;Vasallenfürsten müssen ihrem Lehnsherrn alle ihre Wehrpflichtigen zur Verfügung stellen.;;Los señores vasallos están obligados a proporcionar todas sus levas.;;;;;;;;;x
imperial_city_contract;City Levies;Troupes des cités;Stadtwehrpflichtige;;Levas de la Villa;;;;;;;;;x
imperial_city_contract_desc;City Levy laws concern the obligations of cities to provide troops for their liege.;Les lois relatives aux troupes des cités déterminent leur obligation à fournir des troupes à leur suzerain.;Das Stadtwehrpflichtigenrecht bezieht sich auf die Verpflichtung von Städten, ihrem Lehnsherrn Truppen zur Verfügung zu stellen.;;Las leyes de levas de villa hacen referencia a la obligación de las villas de proporcionar tropas para el feudo.;;;;;;;;;x
imperial_city_contract_0;Minimal City Levies;Troupes des cités - Minimum;Minimale Stadtwehrpflichtige;;Leva mínima de la villa;;;;;;;;;x
imperial_city_contract_0_option;Min;Minime;Min;;Mín.;;;;;;;;;x
imperial_city_contract_0_desc;The Burghers are expected to provide a small amount of troops for the defence of the realm.;Les bourgeois sont tenus de mettre à disposition une petite troupe pour la défense du Royaume.;Die Bürger müssen einen kleinen Teil der Truppen zur Verteidigung des Reichs stellen.;;Se espera que los burgueses proporcionen una pequeña cantidad de tropas para la defensa del reino.;;;;;;;;;x
imperial_city_contract_1;Normal City Levies;Troupes des cités - Normales;Normale Stadtwehrpflichtige;;Leva mediana de la villa;;;;;;;;;x
imperial_city_contract_1_option;Normal;Normales;Normal;;Mediana;;;;;;;;;x
imperial_city_contract_1_desc;The Burghers are expected to provide a moderate amount of troops for the defence of the realm.;Les bourgeois sont tenus de mettre à disposition un pourcentage moyen de troupes pour la défense du Royaume.;Die Bürger müssen einen moderaten Teil der Truppen zur Verteidigung des Reichs stellen.;;Se espera que los burgueses proporcionen una cantidad moderada de tropas para la defensa del reino.;;;;;;;;;x
imperial_city_contract_2;Large City Levies;Troupes des cités - Importantes;Große Stadtwehrpflichtige;;Leva numerosa de la villa;;;;;;;;;x
imperial_city_contract_2_option;Large;Moyens;Groß;;Numerosa;;;;;;;;;x
imperial_city_contract_2_desc;The Burghers are expected to provide a substantial amount of troops for the defence of the realm.;Les bourgeois sont tenus de mettre à disposition un pourcentage important de troupes pour la défense du Royaume.;Die Bürger müssen einen erheblichen Teil der Truppen zur Verteidigung des Reichs stellen.;;Se espera que los burgueses proporcionen una cantidad sustanciosa de tropas para la defensa del reino.;;;;;;;;;x
imperial_city_contract_3;Maximum City Levies;Troupes des cités - Maximales;Maximale Stadtwehrpflichtige;;Leva máxima de la villa;;;;;;;;;x
imperial_city_contract_3_option;Max;Totales;Max;;Máx.;;;;;;;;;x
imperial_city_contract_3_desc;The Burghers are expected to provide a large amount of troops for the defence of the realm.;Les bourgeois sont tenus de mettre à disposition un important pourcentage de troupes pour la défense du Royaume.;Die Bürger müssen einen großen Teil der Truppen zur Verteidigung des Reichs stellen.;;Se espera que los burgueses proporcionen una gran cantidad de tropas para la defensa del reino.;;;;;;;;;x
imperial_temple_contract;Church Levies;Troupes de l'Église;Kirchenwehrpflichtige;;Levas de iglesia;;;;;;;;;x
imperial_temple_contract_desc;These laws control the size of the levies that vassal pontiffs are formally obliged to provide their secular liege.;Ces lois déterminent les effectifs militaires que les vassaux ecclésiastiques sont tenus de mettre à la disposition de leur suzerain séculaire.;Diese Gesetze regeln die Größe der Wehrpflichtigenkontingente, die kirchliche Vasallen formell ihrem säkularen Lehnsherrn zur Verfügung stellen müssen.;;Estas leyes controlan el tamaño de las levas que los pontífices vasallos están obligados a proporcionar al señor seglar.;;;;;;;;;x
imperial_temple_contract_0;Minimal Church Levies;Troupes de l'Église – Minimum;Minimale Kirchenwehrpflichtige;;Leva de iglesia mínima;;;;;;;;;x
imperial_temple_contract_0_option;Min;Minime;Min;;Mín.;;;;;;;;;x
imperial_temple_contract_0_desc;The Prince-Bishops are expected to provide a small amount of troops for the defence of the realm.;Les princes-évêques sont tenus mettre à disposition un petit pourcentage de troupes pour la défense du Royaume.;Die Fürstbischöfe müssen einen kleinen Teil der Truppen zur Verteidigung des Reichs stellen.;;Se espera que los príncipes-obispos proporcionen una pequeña cantidad de tropas para la defensa del reino.;;;;;;;;;x
imperial_temple_contract_1;Normal Church Levies;Troupes de l'Église – Normales;Normale Kirchenwehrpflichtige;;Leva de iglesia mediana;;;;;;;;;x
imperial_temple_contract_1_option;Normal;Normales;Normal;;Mediana;;;;;;;;;x
imperial_temple_contract_1_desc;The Prince-Bishops are expected to provide a moderate amount of troops for the defence of the realm.;Les princes-évêques sont tenus de mettre à disposition un pourcentage raisonnable de troupes pour la défense du Royaume.;Die Fürstbischöfe müssen einen moderaten Teil der Truppen zur Verteidigung des Reichs stellen.;;Se espera que los príncipes-obispos proporcionen una cantidad moderada de tropas para la defensa del reino.;;;;;;;;;x
imperial_temple_contract_2;Large Church Levies;Troupes de l'Église - Importantes;Große Kirchenwehrpflichtige;;Leva de iglesia numerosa;;;;;;;;;x
imperial_temple_contract_2_option;Large;Moyens;Groß;;Numerosa;;;;;;;;;x
imperial_temple_contract_2_desc;The Prince-Bishops are expected to provide a substantial amount of troops for the defence of the realm. ;Les princes-évêques sont tenus de mettre à disposition un pourcentage important de troupes pour la défense du Royaume. ;Die Fürstbischöfe müssen einen erheblichen Teil der Truppen zur Verteidigung des Reichs stellen.;;Se espera que los príncipes-obispos proporcionen una cantidad sustanciosa de tropas para la defensa del reino..;;;;;;;;;x
imperial_temple_contract_3;Maximum Church Levies;Troupes de l'Église - Maximum;Maximale Kirchenwehrpflichtige;;Leva de iglesia máxima;;;;;;;;;x
imperial_temple_contract_3_option;Max;Max;Max;;Máx.;;;;;;;;;x
imperial_temple_contract_3_desc;The Prince-Bishops are expected to provide a large amount of troops for the defence of the realm. ;Les princes-évêques sont tenus de mettre à disposition un important pourcentage de troupes pour la défense du Royaume. ;Die Fürstbischöfe müssen einen großen Teil der Truppen zur Verteidigung des Reichs stellen.;;Se espera que los príncipes-obispos proporcionen una gran cantidad de tropas para la defensa del reino..;;;;;;;;;x

RETTYPE_IMPERIAL_KNIGHTS;Imperial Knights;;;;;;;;;;;;;;
RETTYPE_IMPERIAL_HUNTERS;Hunters;;;;;;;;;;;;;;
RETTYPE_IMPERIAL_TOWNGUARD;Town Guard;;;;;;;;;;;;;;

EVTDESCVLADSUB.1;I, [From.GetTitledFirstName] [From.GetOnlyDynastyName], come in faith to make you an offer I urge you to consider and answer for the best of your people: Surrender and serve me in life, or die and slave for me in death.;;;;;;;;;;;;;;
EVTOPTVLADSUB.1.A;I will never surrender!;;;;;;;;;;;;;;
EVTOPTVLADSUB.1.B;I have little choice but to surrender...;;;;;;;;;;;;;;
EVTOPTVLADSUB.1.C;I for one welcome our new undead overlords!;;;;;;;;;;;;;;
EVTDESCVLADSUB.2;You had told [From.GetBestName] the same thing you've told all who oppose you: "Surrender and serve me in life, or die and slave for me in death." However, [From.GetSheHe] has refused to submit.;;;;;;;;;;;;;;
EVTOPTVLADSUB.2.A;Then [From.GetSheHe] shall die and slave for me in death!;;;;;;;;;;;;;;
EVTDESCVLADSUB.3;You had told [From.GetBestName] the same thing you've told all who oppose you: "Surrender and serve me in life, or die and slave for me in death." [From.GetSheHeCap] has reluctantly agreed to surrender.;;;;;;;;;;;;;;
EVTDESCVLADSUB.4;You had told [From.GetBestName] the same thing you've told all who oppose you: "Surrender and serve me in life, or die and slave for me in death." [From.GetSheHeCap] has willingly agreed to surrender.;;;;;;;;;;;;;;

magic_learn_power.1.1_desc;After many years of hard work and gruelling practice, you have increased your ability in the magical arts. No longer are you limited to casting only the most basic cantrips, and those who would oppose you should take heed of your new found eldritch power.;;;;;;;;;;;;;; # Magic_Power_1 becomes Magic_Power_2
magic_learn_power.1.2_desc;After many years of hard work and gruelling practice, you have increased your ability in the magical arts. Your spells have reached dizzying heights that few may comprehend, and only fools would dare stand in your way now.;;;;;;;;;;;;;; # Magic_Power_2 becomes Magic_Power_3
magic_learn_power.1.3_desc;After many years of hard work and gruelling practice, you have increased your ability in the magical arts. You are now one of the strongest spellcasters in the history of the world, and even the thought of defying your will causes terror.;;;;;;;;;;;;;; # Magic_Power_3 becomes Magic_Power_4
magic_learn_power.1.4_desc;;;;;;;;;;;;;;;
magic_learn_power.1a;I can feel the power!;;;;;;;;;;;;;;
magic_learn_power.1b;This power is amazing!;;;;;;;;;;;;;;
magic_learn_power.1c;Behold my phenominal cosmic power!;;;;;;;;;;;;;;
magic_learn_power.99_desc;While contemplating the mysteries of the winds of magic, you have an epiphany regarding a magical theorem that had long evaded your grasp. You are now that much closer to becoming an even more powerful spellcaster.;;;;;;;;;;;;;;
magic_learn_power.99a;This is an amazing breakthrough!;;;;;;;;;;;;;; #gain magic xp


