patron_dark_god_desc;We pay homage to many gods... I would surely benefit by choosing one as my patron.;;;;;;;;;x
EVTDESC_CCGS.4;We Norscans worship many gods, perhaps we should adopt a single one as our patron and enjoy benefits?;;;;;;;;;x
EVTOPTACCGS.4.a;Promote Tchar;;;;;;;;;x
EVTOPTBCCGS.4.b;Promote Kjörn;;;;;;;;;x
EVTOPTCCCGS.4.c;Promote Nierg;;;;;;;;;x
EVTOPTDCCGS.4.d;There are others...;;;;;;;;;x
EVTDESC_CCGS.5;Here are the others.;;;;;;;;;x
EVTOPTACCGS.5.a;Promote Loesh;;;;;;;;;x
EVTOPTBCCGS.5.b;Promote Olric;;;;;;;;;x
EVTOPTCCCGS.5.c;Promote Órsen;;;;;;;;;x
EVTOPTDCCGS.5.d;On second thought...;;;;;;;;;x
patron_tchar;Patron of Tchar;;;;;;;;;x
patron_kharneth;Patron of Kjörn;;;;;;;;;x
patron_nurgleth;Patron of Nierg;;;;;;;;;x
patron_shornaal;Patron of Loesh;;;;;;;;;x
patron_ulric;Patron of Olric;;;;;;;;;x
patron_ursun;Patron of Órsen;;;;;;;;;x
#Other stuff#
world_troll_country;Troll Country;;;;;;;;;x
##HERE BE CHAOS QUEST##
seektobecomechosen;Quest to become Chosen;;;;;;;;;x
seektobecomeachampion;Quest to become Champion;;;;;;;;;x
seektobecomechosen_desc;Quest to become Chosen, the first step on the path to ruin!;;;;;;;;;x
seektobecomeachampion_desc;Quest to become Champion, the next step on the path to ruin!;;;;;;;;;x
EVTDESCCHOSEN.0;Chosen are minor champions that have won small favours from their gods, you may quest to become one yourself.;;;;;;;;;x
QUEST_BEGINS;Yes, I shall earn favour from the gods!;;;;;;;;;x
CHOSENDUEL;Chosen Duel;;;;;;;;;x
EVTDESCCHOSEN.1;The gods have heard your plea, and have answered. Following the instructions delivered in the entrails of your servant, you find yourself in a twisted grove of otherworldly trees. A hulking beast of malformed flesh and bone claws its way through to the clearing and roars a challenge to you. You're not sure if it's a former champion who succumbed to their corruption, or some unfortunate beast that was twisted by the gods, but it's definitely hostile. Defeat the creature, and gain your infamy!;;;;;;;;;x
EVTOPTCHOSEN.1.a;Charge! For the Dark Gods!;;;;;;;;;x
EVTOPTCHOSEN.1.b;Perhaps I will come back later?;;;;;;;;;x
VICTORY;Victory!;;;;;;;;;x
EVTDESCCHOSEN.2;The beast is huge and possesses immense strength, but is slow and witless. It is a simple matter to dodge the clumsy blows and strike it repeatedly as it bellows and lurches at you. Finally, after countless strikes, the creature lets out a forlorn cry and collapses in a pool of its own blood. You emerge victorious, and thus may be granted your gift from the gods...;;;;;;;;;x
EVTOPTCHOSEN.2.a;I am the greatest!;;;;;;;;;x
FAILURE;Failure!;;;;;;;;;x
EVTDESCCHOSEN.3;You thought you had won, but your smugness turns to horror when the monster's fury increases and catches you off guard in a careless moment. Now, you lie in a pool of blood, becoming a meal, not a Chosen.;;;;;;;;;x
EVTOPTCHOSEN.3.a;No! Not... Not like this!;;;;;;;;;x
DONEQUESTING;Quest Finished;;;;;;;;;x
EVTDESCCHOSEN.4;After returning home from your victory, word has spread of your deed, now a band of hopeful warriors has arrived at your hold, pledging service to you as their rightful leader. They expect you to lead them to greater glories and triumphs.;;;;;;;;;x
EVTOPTCHOSEN.4.a;Good... Now on to grander things...;;;;;;;;;x
##LUSTRIAN LOOT EVENTS##
EVTDESC_NORLUS_1;We have broken the lizardman forces defending this settlement, and have looted a small amount of valuables from their structures.;;;;;;;;;x
EVTOPTA_NORLUS_1;We can do better.;;;;;;;;;x
EVTDESC_NORLUS_2;We have broken the lizardman forces defending this settlement, and have looted a good amount of valuables from their structures.;;;;;;;;;x
EVTOPTA_NORLUS_2;Perfect!;;;;;;;;;x
EVTDESC_NORLUS_3;We have broken the lizardman forces defending this settlement, and have looted a large amount of valuables from their structures.;;;;;;;;;x
EVTOPTA_NORLUS_3;Excellent!;;;;;;;;;x
EVTDESC_NORLUS_4;We have broken the lizardman forces defending this settlement, and have successfully looted their temple!;;;;;;;;;x
EVTOPTA_NORLUS_4;Perfect!;;;;;;;;;x
EVTDESC_NORLUS_5;Disaster has struck! While you were leading a group of warriors to the city centre, you were ambushed by a group of Saurian warriors, wounding you severely!;;;;;;;;;x
EVTOPTA_NORLUS_5;Now is a good to time retreat before more come...;;;;;;;;;x
EVTDESC_NORLUS_6;Disaster! While leading your raiders on an assault on the lizardman settlement, you have been critically wounded!;;;;;;;;;x
EVTOPTA_NORLUS_6;No! I can still fight!;;;;;;;;;x
EVTDESC_NORLUS_7;Ambush! While looting a lizardman stronghold you find yourself surrounded by Saurian warriors who don't appreciate your actions. Though you fight valiantly they overwhelm you, but before they finish you off your companions break through and rescue you.;;;;;;;;;x
EVTOPTA_NORLUS_7;No! Save me my comrades!;;;;;;;;;x
EVTDESC_NORLUS_8;The jungle can take it's toll on outsiders, you have caught a sickness while traversing the ancient jungles of Lustria.;;;;;;;;;x
EVTOPTA_NORLUS_8;What do you mean? I feel fine!;;;;;;;;;x
EVTDESC_NORLUS_9;Your greed has gotten the best of you, while attempting to reach the very heart of the lizardman city, you encounter what appears to be the honour guards defending the temple. You fight boldly, but in the end, you are defeated by their superior strength and numbers, and have fallen in combat.;;;;;;;;;x
EVTOPTA_NORLUS_9;My family must avenge me!;;;;;;;;;x
EVTDESC_NORLUS_10;Your raids have paid off big now, as your warriors bring to you a strange Old Ones artifact.;;;;;;;;;x
EVTOPTA_NORLUS_10;Excellent. I wonder what secrets this object holds?;;;;;;;;;x
EVTDESC_NORLUS_11;The gods have noticed your bravery and boldness, you can feel them watching you now!;;;;;;;;;x
EVTOPTA_NORLUS_11;I had best not screw up now, then.;;;;;;;;;x
EVTDESCnorscan.7.a;Unlike the southerners, Northern realms barely recognize the heredity concepts of the south. Being a follower of Khorne, you must be strong and blood-thirsty in order to gain the respect of the clans, something you are not.;;;;;;;;;x
EVTDESCnorscan.7.b;Unlike the southerners, Northern realms barely recognize the heredity concepts of the south, where only the strong may lead. You have been deemed a weak indiviual by the clans, and thus they refuse to recognise your authority.;;;;;;;;;x
EVTDESCnorscan.7.c;Unlike the southerners, Northern realms barely recognize the heredity concepts of the south. Being a follower of Slaanesh, you must woo and impress your clansmen to gain their respect, something you are incapable of doing.;;;;;;;;;x
EVTDESCnorscan.7.d;Unlike the southerners, Northern realms barely recognize the heredity concepts of the south. Being a follower of Tzeentch, you must be be intelligent, skilled in statecraft, or have some skill in magic, but you have none of these.;;;;;;;;;x
EVTDESCnorscan.7.e;Unlike the southerners, Northern realms barely recognize the heredity concepts of the south. Being a follower of Nurgle, you must be kind and charitable, spreading Nurgle's love to all, but you are greedy, and keep Nurgle's joys to yourself.;;;;;;;;;x
EVTOPTAnorscan.7;Alas, it is as the gods demand it.;;;;;;;;;x
EVTDESCnorscan.8;Unlike the southerners, Northern realms barely recognize the heredity concepts of the south, and as such, unless the heir is clearly favored by their gods, the realm will dissolve on the leaders death. Your heir currently does not show any favor at all, and unless they were to improve, your realm will dissolve upon your death.;;;;;;;;;x
EVTOPTAnorscan.8.a;I must shape them up before I die...;;;;;;;;;x
EVTOPTBnorscan.8.b;I am aware of my culture's traditions, bother me no more of this!;;;;;;;;;x
TOOLTIPnorscan.8;For your heir to retain any High Lordships or higher they must be an adult and have one of the following:\n-Prestige or Piety higher than 666\n-Skills above 15. khornates, undivided, and norscans like martial, Slaanesh diplomacy, Nurgle stewardship, and Tzeentch learning\n;;;;;;;;;x
TOOLTIPnorscan.9;\n-You will not be bothered about your heir again...\n;;;;;;;;;x
