asrai_ward_apprentice_named;Take Apprentice;;;;;;;;;;;;;
asrai_ward_apprentice_desc;You could take your ward [Root.GetFirstName] as an apprentice and teach [Root.GetHerHim] to connect to the Weave.;;;;;;;;;;;;;
woodwalking;Treewalking;;;;;;;;;;;;;
woodwalking_desc;Walking through ethereal pathways, this commander leads their troops at an unnatural speed.;;;;;;;;;;;;;
healing_spell;Healing;;;;;;;;;;;;;
healing_spell_desc;Employ your healing powers on [Root.GetFirstName].;;;;;;;;;;;;;
walk_between_worlds;Walk Between World;;;;;;;;;;;;;
walk_between_worlds_desc;The Asrai Spellsingers are known to use their connection to the forest to move in mysterious ways.;;;;;;;;;;;;;
restore_forest;Restore Forest;;;;;;;;;;;;;
restore_forest_desc;Restore the sanctity of Athel Loren by cleansing it from the deviant constructions laid down by the barbaric settlers.;;;;;;;;;;;;;
great_wild_hunt_desc;§Y$CLAIMANT$§! can follow the lead of Kurnous and join in a Wild Hunt, rampaging across the lands of the inferior species to gain trophies and defend the borders of Athel Loren.;;;;;;;;;;;;;
CB_NAME_GREAT_WILD_HUNT;Wild Hunt of [Title.GetBaseName];;;;;;;;;;;;;
WAR_NAME_GREAT_WILD_HUNT;$ORDER$$FIRST_ADJ$ Wild Hunt of $OTHER_TITLE$;;;;;;;;;;;;;
athel_loren_reconquest_desc;§Y$CLAIMANT$§! cannot allow blasphemers to taint the purity of Athel Loren.;;;;;;;;;;;;;
CB_NAME_ATHELLOREN_RECONQUEST;Athel Loren Reconquest of [Title.GetBaseName];;;;;;;;;;;;;
WAR_NAME_ATHELLOREN_RECONQUEST;$ORDER$$FIRST_ADJ$ Reconquest of $OTHER_TITLE$;;;;;;;;;;;;;
bretonnian_forest_claim_desc;§Y$CLAIMANT$§!'s ancestors claim ownership of many of the now abandoned forest provinces. It might be the right time to retake one of them.;;;;;;;;;;;;;
CB_NAME_FOREST_CLAIM;Claim [Title.GetBaseName];;;;;;;;;;;;;
WAR_NAME_FOREST_CLAIM;$ORDER$$FIRST_ADJ$ Claiming of $OTHER_TITLE$;;;;;;;;;;;;;
asrai_kidnap;Kidnap [Root.GetFirstName];;;;;;;;;;;;;
asrai_kidnap_named;Kidnap Child;;;;;;;;;;x
asrai_kidnap_desc;Children caught in the clutches of the Fair Folk are known to have disappeared in the depths of Athel Loren.;;;;;;;;;;;;;
opinion_kidnapped_me;Kidnapped Me;;;;;;;;;;;;;
opinion_kidnapped_child;Kidnapped Child;;;;;;;;;;;;;
opinion_kidnapped_relative;Kidnapped Relative;;;;;;;;;;;;;
fairy_bred;Fairy Bred;;;;;;;;;;;;;
fairy_bred_desc;This character, although belonging to a short-lived species, has been grown by Elves and a deep fearful respect for the Fair Folk has been instilled within their mind.;;;;;;;;;;;;;
province_scourged;Scourged Land;;;;;;;;;;;;;
province_scourged_desc;This land has been devastated entirely, fortresses destroyed and towns burned to the ground.;;;;;;;;;;;;;
opinion_scourged_lands;Scourged My Lands;;;;;;;;;;;;;
beastmen_uprising_desc;§Y$CLAIMANT$§! can wage war to take any land for his war-herd.;;;;;;;;;;;;;
CB_NAME_BEASTMEN_UPRISING;Beastmen Uprising;;;;;;;;;;;;;
WAR_NAME_BEASTMEN_UPRISING;$ORDER$$FIRST_ADJ$ Beastmen Uprising of $OTHER_TITLE$;;;;;;;;;;;;;
DEATH_SACRIFICED;was offered up in sacrifice to the Gods of $KILLER$;;;;;;;;;;;;;
asrai_join_war;Join War;;;;;;;;;;;;;
asrai_join_war_desc;Asrai are fickle and mysterious beings with little regard for the treaties and requirements of other lesser kins. If they deem it necessary, they can just intercede in any conflict they please.;;;;;;;;;;;;;
opinion_prey;Prey;;;;;;;;;;;;;
opinion_savage_invader;Savage Invader;;;;;;;;;;;;;
scattered_beastmen;Scattered Beastmen;;;;;;;;;;;;;
scattered_beastmen_desc;This ruler has recently thwarted the attempts of a Beastmen tribe to conquer their lands.;;;;;;;;;;;;;
WAR_HERD;[Root.County.GetAdjective] War Herd;;;;;;;;;;;;;
morghur;Morghur;;;;;;;;;;;;;
morghur_desc;Morghur, known by the Asrai as Cyanathair the Corruptor, is a powerful and ancient entity deeply revered by the Beastmen, who believed his spirit walked the world before the birth of their race, the ultimate incarnation of disorder and Chaos.;;;;;;;;;;;;;
immortal_trait;Immortal;;;;;;;;;;;;;
immortal_trait_desc;This character has discovered the secret to eternal life.;;;;;;;;;;;;;
beastman_migration_desc;§Y$CLAIMANT$§! Can migrate along with their herds to a new land to spoil in the name of the Ruinous Powers. Be warned you will lose any land you currently own.;;;;;;;;;;;;;
CB_NAME_BEASTMAN_MIGRATION;Migrate to [Title.GetBaseName];;;;;;;;;;;;;
WAR_NAME_BEASTMAN_MIGRATION;$ORDER$$FIRST_ADJ$ Migration to $OTHER_TITLE$;;;;;;;;;;;;;
king_beastman_migration_desc;§Y$CLAIMANT$§! Can migrate along with their herds to a new land to spoil in the name of the Ruinous Powers. Be warned you will lose any land you currently own.;;;;;;;;;;;;;
beastman_county_conquest_desc;Beastmen need no excuse to invade new lands. §Y$CLAIMANT$§! can attack any bordering province and occupy any land around it, as far as the herds can manage.;;;;;;;;;;;;;
CB_NAME_BEASTCOUNTY_CONQUEST;Invade [Title.GetBaseName];;;;;;;;;;;;;
WAR_NAME_BEASTCOUNTY_CONQUEST;$ORDER$$FIRST_ADJ$ Bestial Invasion of $OTHER_TITLE$;;;;;;;;;;;;;
action_despoil_land;Despoil Land;;;;;;;;;;;;;
action_despoil_land_desc;Unleash your Herd upon a province, letting the Gor destroy any sign of civilization, breed and honor the Gods.;;;;;;;;;;;;;
duel_beastman_decision;Challenge Liege;;;;;;;;;;;;;
duel_beastman_decision_desc;Challenge your liege for supremacy over the Herds.;;;;;;;;;;;;;
beastman_herdstone;Herdstone;;;;;;;;;;;;;
beastman_herdstone;The Beastmen have laid waste of this province, destroying any sign of civilization they could find and setting one of their blasphemous herdstones as signature of their wicked accomplishment.;;;;;;;;;;;;;
beastman_slaver;Handle Slaves;;;;;;;;;;;;;
beastman_slaver_desc;The prisoners from the last raid will be disposed of in the manner you prefer.;;;;;;;;;;;;;
EVTDESCbeastmen43;What shall be done with these prisoners?;;;;;;;;;;;;;
EVTOPTAbeastmen43;The Hrrrd'stone! Brnng them to th'GODS!;;;;;;;;;;;;;
EVTOPTBbeastmen43;Food fr hrrd.;;;;;;;;;;;;;
EVTOPTCbeastmen43;Blah! Nothng.;;;;;;;;;;;;;
slaanesh_quirk;Quirk;;;;;;;;;;;;;
slaanesh_quirk_desc;You can always find some way to better your fellow subject...;;;;;;;;;;;;;
vassal_feed_to_wyvern;Feed to Wyvern;;;;;;;;;;;;;
vassal_feed_to_wyvern_desc;Bad Boyz make strong scaley beasties.;;;;;;;;;;;;;
creature_toad;Toad;;;;;;;;;;;;;
creature_toad_desc;This toad once used to be a person.;;;;;;;;;;;;;
creature_pig;Pig;;;;;;;;;;;;;
creature_pig_desc;This pig used to be a person. Oink!;;;;;;;;;;;;;
monstrous;Monstrous;;;;;;;;;;;;;
monstrous_desc;Through wicked sorcery this person's appearance has been completely transformed, turning them into a horrid freak.;;;;;;;;;;;;;
opinion_polymorphed_family;Polymorphed Relative;;;;;;;;;;;;;
opinion_polymorphed_family_druchii;Polymorphed Relative;;;;;;;;;;;;;
vassal_polymorph;Polymorph;;;;;;;;;;;;;
vassal_polymorph_desc;Use your powers to turn [Root.GetFirstName] into a more amiable creature.;;;;;;;;;;;;;
opinion_polymorphed_me;Polymorphed Me;;;;;;;;;;;;;
opinion_polymorphed_master;Polymorphed Me;;;;;;;;;;;;;
beastman_eat_prisoner;Eat [Root.GetFirstName];;;;;;;;;;;;;
beastman_eat_prisoner_desc;[Root.GetFirstName] is your prisoner. Eating [Root.GetHerHim] could be a good way to set an example for the herd.;;;;;;;;;;;;;
horns_none;No Horns;;;;;;;;;;;;;
horns_small;Small Horns;;;;;;;;;;;;;
horns_average;Average Horns;;;;;;;;;;;;;
horns_big;Big Horns;;;;;;;;;;;;;
horns_none_desc;A Beastman without horns is usually low on the social ladder, ridiculed and despised by his betters.;;;;;;;;;;;;;
horns_small_desc;This Beastman has shamelessly small horns an unfortunate condition within a Herd.;;;;;;;;;;;;;
horns_average_desc;Beastmen value their leaders for the shape and size of their horns. Usually the Gors with the biggest horns tend to cut their way to leadership.;;;;;;;;;;;;;
horns_big_desc;This Beastman has been blessed by the Gods with an impressive pair of horns, which gives him a good and enviable standing within the herd.;;;;;;;;;;;;;
beastman_herdstone_offering;Prepare Offering;;;;;;;;;;;;;
beastman_herdstone_offering_desc;Issue a great offering to the gods beneath the herdstone, increasing your renown and draw more warriors under your banner.;;;;;;;;;;;;;
tk_cover_face;Conceal Decay;;;;;;;;;;;;;
tk_cover_face_desc;Many Nehekharans resent their current status as undead, having being promised an eternal life as gods and now stuck in this tormented state by the wicked sorcery of Nagash.;;;;;;;;;;;;;
tk_show_face;Show Decay;;;;;;;;;;;;;
tk_show_face_desc;Remove your mask, showing openly your horrifying and corrupted image.;;;;;;;;;;;;;
khemri_soldier;Nehekharan Servant;;;;;;;;;;;;;
khemri_soldier_desc;When the foul sorcery of Nagash struck Nehekhara, the ancient remains of the Tomb Kings were protected by the Liche Priest's spells and embalming rituals, who allowed them to retain their memories and will. Such was not the fate of all the commoners who rose back from their graves. Reduced to mere husks, these undead blindly serve their Kings in death as they did during their lives.;;;;;;;;;;;;;
incapacitated;Incapacitated;;;;;;;;;;;;;
incapacitated_desc;The holy corpse of this Tomb King has been severely damaged, but it is not unrecoverable. The ancient ruler's Liche Priests are working day and night to quicken the return of their immortal master.;;;;;;;;;;;;;
khemri_mask;Funerary Mask;;;;;;;;;;;;;
khemri_mask_desc;This undead ruler has decided to hide their ravaged appearance with a decorated mask.;;;;;;;;;;;;;
incapacitated_tomb_king;Incapacitated King;;;;;;;;;;;;;
incapacitated_tomb_king_desc;The Tomb King ruling this land has been temporarily incapacitated. Without their overlord, the skeleton armies of this land have fallen silent in the sand.;;;;;;;;;;;;;
rising_tomb_king;Ariiiise!!;;;;;;;;;;;;;
rising_tomb_king_desc;A Tomb King has just awaken from their slumber after an attempt on their unlife. Rattled by their will, their countless ranks of servants are emerging once more from their graves.;;;;;;;;;;;;;
execute_prisoner;Execute [Root.GetFirstName];;;;;;;;;;;;;
execute_prisoner_desc;As your prisoner, you can kill [Root.GetTitledFirstName], although, [Root.GetHerHis] standing could provoke a reaction from your vassals or the lords of nearby realms.;;;;;;;;;;;;;
opinion_graverobbed_me;Graverobber;;;;;;;;;;;;;
nehekharan_county_conquest_desc;§Y$CLAIMANT$§! remembers far back, when their realm stretched far wider. It is time to restore the ancient glory of Nehekhara, under its rightful ruler.;;;;;;;;;;;;;
CB_NAME_TOMBCOUNTY_CONQUEST;Reclaim [Title.GetBaseName];;;;;;;;;;;;;
WAR_NAME_TOMBCOUNTY_CONQUEST;$ORDER$$FIRST_ADJ$ Reclamation to $OTHER_TITLE$;;;;;;;;;;;;;
nehekharan_subjugation_desc;§Y$CLAIMANT$§! used to rule over all of Nehekhara, long ago. But now, they're only one of the many Kings to claim ownership of the ancient Empire. Both their ancestors and their descendants have come back to life to bring forth the same claims.;;;;;;;;;;;;;
CB_NAME_NEHEKHARAN_SUBJUGATION;Impose your claim on [Title.GetBaseName];;;;;;;;;;;;;
WAR_NAME_NEHEKHARAN_SUBJUGATION;$ORDER$$FIRST_ADJ$ Subjugation of [Title.GetBaseName];;;;;;;;;;;;;
desert_expedition_desc;§Y$CLAIMANT$§! can found and lead an expedition to the old ruins of Nehekhara, to recover some of the ancient artifacts hidden in those desert tombs.;;;;;;;;;;;;;
CB_NAME_DESERT_EXPEDITION;Explore [Title.GetBaseName];;;;;;;;;;;;;
WAR_NAME_DESERT_EXPEDITION;$ORDER$$FIRST_ADJ$ Expedition to $OTHER_TITLE$;;;;;;;;;;;;;
punish_graverobbers_desc;§Y$CLAIMANT$§! has not forgotten this blasphemer's desecration. It might be time to take back what was unrightfully stolen.;;;;;;;;;;;;;
CB_NAME_ANTIGRAVEROBBERS;Recover treasure from [Title.GetBaseName];;;;;;;;;;;;;
WAR_NAME_ANTIGRAVEROBBERS;$ORDER$$FIRST_ADJ$ Punishing Campaign to [Title.GetBaseName];;;;;;;;;;;;;
nehekharan_county_colonisation_desc;§Y$CLAIMANT$§! can attempt to conquer the impervious and deadly deserts of Nehekhara, despite what common sense would tell.;;;;;;;;;;;;;
CB_NAME_TOMBCOUNTY_COLONISATION;Colonisation of [Title.GetBaseName];;;;;;;;;;;;;
WAR_NAME_TOMBCOUNTY_COLONISATION;$ORDER$$FIRST_ADJ$ Colonisation of [Title.GetBaseName];;;;;;;;;;;;;
nehekharan_curse;Cursed Sands;;;;;;;;;;;;;
nehekharan_curse_desc;Ever since the great Necromancer Nagash cast his terrible spell centuries ago, the lands of Nehekhara have been harsh and inhospitable, home only to the dead.;;;;;;;;;;;;;
action_awaken_servants;Awaken Servants;;;;;;;;;;;;;
action_awaken_servants_desc;Send a Heirophant to quicken the awakening of your servants in a selected province.;;;;;;;;;;;;;
nehekka;Nehekka;;;;;;;;;;;;;
nomad_unrest;Nehekkan Unrest;;;;;;;;;;;;;
nomad_unrest_desc;Nehekkans in this province are restless, possibly readying to strike back at their feudal lieges.;;;;;;;;;;;;;
nomad_presence;Nehekkan Presence;;;;;;;;;;;;;
nomad_presence_desc;A tribe of desert dwellers has been known to frequently visit the oasis within this land.;;;;;;;;;;;;;
scared_subjects;Scared Subjects;;;;;;;;;;;;;
scared_subjects_desc;The undead's unsettling behaviour has caused people in this province to grow wary of their immortal overlords.;;;;;;;;;;;;;
opinion_terrified;Scared;;;;;;;;;;;;;
friendly_undead;Friendly Corpses;;;;;;;;;;;;;
friendly_undead_desc;The living inhabitants of this province have managed to achieve some sort of coexistence with the undead ruling over them, at least for the moment.;;;;;;;;;;;;;
embrace_nehekharan_gods;Embrace Nehekharan Faith;;;;;;;;;;;;;
embrace_nehekharan_gods_desc;Embrace the old faith of the dead.;;;;;;;;;;;;;
disfigured_death;of an infected wound;;;;;;;;;;;;;
transgender;Gender-swapped;;;;;;;;;;;;;
transgender_desc;This character's gender has been flipped by a magic of some sort.;;;;;;;;;;;;;
lunatic_1;Twitchy;;;;;;;;;;;;;
lunatic_1_desc;This characters is known to have strange behaviour from time to time, but is otherwise accepted just as a somewhat peculiar person.;;;;;;;;;;;;;
lunatic_2;Maniac;;;;;;;;;;;;;
lunatic_2_desc;This character shows clear signs of mental instability, affecting themselves and those around them. There's clearly something wrong with their head.;;;;;;;;;;;;;
lunatic_3;Lunatic;;;;;;;;;;;;;
lunatic_3_desc;This character is deeply disturbed and can barely function in society.;;;;;;;;;;;;;
chaosspawn;Chaos Spawn;;;;;;;;;;;;;
creature_chaosspawn;Chaos Spawn;;;;;;;;;;;;;
creature_chaosspawn_desc;The gods are generous in their gifts to the mortals who worship them, but many of the cultist cannot handle the physical and mental strain put on them, and crumble into frenzied abominations known as Chaos Spawn.;;;;;;;;;;;;;
addict_death;Intoxicated by exotic drugs;;;;;;;;;;;;;
opinion_mutant;Mutant;;;;;;;;;;;;;
EVTDESC_MUTATION_2BB;I'll cleanse myself, no matter what!;;;;;;;;;;;;;
EVTDESC_MUTATION_2AB;I see...;;;;;;;;;;;;;
mutation_counter;Mutation level;;;;;;;;;;;;;
lunatic_counter;Insanity;;;;;;;;;;;;;
opinion_lunatic_w;Lunatic;;;;;;;;;;;;;
Mutation;Mutation;;;;;;;;;;;;;
mut_doublehead;Twin Head;;;;;;;;;;;;;
mut_doublehead_desc;This character has a second monstrous head coming out on the side of their neck.;;;;;;;;;;;;;
mut_beak;Beak;;;;;;;;;;;;;
mut_beak_desc;This character's face has turned into a twisted and feathered beak.;;;;;;;;;;;;;
mut_teeth;Teeth;;;;;;;;;;;;;
mut_teeth_desc;This character's teeth have turned into a cruel set of fangs.;;;;;;;;;;;;;
mut_eyes;Many Eyes;;;;;;;;;;;;;
mut_eyes_desc;This character's skin has been covered with blinking eyes.;;;;;;;;;;;;;
mut_bigeyes;Big Eyes;;;;;;;;;;;;;
mut_bigeyes_desc;This character has developed a huge and unsettling pair of eyes.;;;;;;;;;;;;;
blind_virtue;Blind Virtue;;;;;;;;;;;;;
blind_virtue_desc;This character suffers of a particular brand of illness which prevents them from comprehending right or wrong. Any action, no matter how despicable, appears as necessary or forgettable to them. Any situation, no matter how terrible, is easily rationalised in a somewhat positive light. The character is incapable of showing empathy and are unable to accept the existence of any evil in the world.;;;;;;;;;;;;;
fake_mage;Fake Mage;;;;;;;;;;;;;
fake_mage_desc;Many people wish to wield the power of mages. This character's wish was so strong that they deluded themselves into believing themselves to be one, even though they have neither the knowledge nor the potential to ever wield the arcane powers. The character is absolutely convinced that they can cast spells and enchant items. While this usually results in embarrassing behaviour, it can also lead to very dangerous situations.;;;;;;;;;;;;;
despairing_laughter;Despairing Laughter;;;;;;;;;;;;;
despairing_laughter_desc;This character has deluded themselves into believing all life to be a great joke made for their own amusement. They can hardly stop snickering at others or responding to any statement with sharp or sarcastic remarks, but other people's suffering is what truly makes them burst into uncontrollable laughter.;;;;;;;;;;;;;
unfeeling;Unfeeling;;;;;;;;;;;;;
unfeeling_desc;This character's mind has completely rejected pain to the point which they're unable to feel anything at all, pain or pleasure. The lack of consequences from wounds and injury make them reckless and eager to test their body's resistance, if only to feel something once again, even for a moment.;;;;;;;;;;;;;
bloodthirsty;Bloodthirsty;;;;;;;;;;;;;
bloodthirsty_desc;This character has an insatiable thirst for violence and blood. They often fall prey to terrible frenzies, but can just as easily prepare a meticulous plan to kill dozens of people, for nothing else but their own pleasure.;;;;;;;;;;;;;
god_delusion;God Delusion;;;;;;;;;;;;;
god_delusion_desc;This character suffers delusion of omnipotence, believing themselves to be a mere creature of flesh no longer, but rather an all-powerful celestial being. They don't feel restricted by morality, nor do they perceive other people as any more than vermin beneath their feet.;;;;;;;;;;;;;
opinion_murderous_lunatic;Murderous Lunatic;;;;;;;;;;;;;
bloodthirsty_rampage;Rampage;;;;;;;;;;;;;
bloodthirsty_rampage_desc;A crazed lunatic has scourged this province, terrorizing the population and killing scores of people for its own sick amusement.;;;;;;;;;;;;;
opinion_evil_laughter;Laughed at my pain;;;;;;;;;;;;;
king_settra;Settra;;;;;;;;;;;;;
king_settra_desc;Of Settra it is said that he was the first King of Khemri, and by far the most powerful and renowned. He united all the city-states of Nehekhara under his ruthless rule with a great campaign of conquest. When he grew old he founded the Mortuary Cult, ordering his Liche Priests to find a way to defeat death itself. Settra died with the promise to be reborn as a living god once his servants found the proper spell, but he was awoken along with all of his successors as an undead abomination by the usurper Nagash. Retaking his rightful seat in Khemri, he started to wage war with the Nehekharan Tomb Kings who came after him in order to reclaim absolute dominion over all he had lost.;;;;;;;;;;;;;
better_mork_than_gork;Better Mork than Gork;;;;;;;;;;;;;
better_gork_than_mork;Better Gork than Mork;;;;;;;;;;;;;
better_mork_than_gork_desc;Gork 'n' Mork iz tha greatest godz, but Mork iz way bettah than Gork!;;;;;;;;;;;;;
better_gork_than_mork_desc;Gork 'n' Mork iz tha greatest godz, but Gork iz way bettah than Mork!;;;;;;;;;;;;;
opinion_cast_ghrond_vote;Supporting Me;;;;;;;;;;;;;
ghrond_support_1;Lowly Upstart §C<§ §Y1§! §C/§! §Z10§! §C>§!;;;;;;;;;;;;;
ghrond_support_2;Lowly Upstart §C<§ §Y2§! §C/§! §Z10§! §C>§!;;;;;;;;;;;;;
ghrond_support_3;Lowly Upstart §C<§ §Y3§! §C/§! §Z10§! §C>§!;;;;;;;;;;;;;
ghrond_support_4;Esteemed Colleague §C<§ §Y4§! §C/§! §Z10§! §C>§!;;;;;;;;;;;;;
ghrond_support_5;Esteemed Colleague §C<§ §Y5§! §C/§! §Z10§! §C>§!;;;;;;;;;;;;;
ghrond_support_6;Esteemed Colleague §C<§ §Y6§! §C/§! §Z10§! §C>§!;;;;;;;;;;;;;
ghrond_support_7;Dreaded Master §C<§ §Y7§! §C/§! §Z10§! §C>§!;;;;;;;;;;;;;
