#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#GENERAL;;;;;;;;;;;;;;;
ca_hag_graef_desc;Hag Graef was originally a beached black ark, founded by an expeditionary force who had failed in its mission and feared the wrath of Malekith. The city was spared his wrath, however, and now serves as the main centre of Druchii military build up. Vast amounts of swords and armour are forged here each year.;;;;;;;;;;;;;x
ca_karond_kar;Karond Kar;;;;;;;;;;;;;x
ca_karond_kar_desc;Karond Kar, also known as the "Tower of Despairis the port of call for most Druchii slavers. It is a wealthy city, and by custom, all slavers must stop here and pay the tithe to the lord of the city. It is known also for being the home of the Corsairs, the infamous raiders of Naggaroth.;;;;;;;;;;;;;x
ca_clar_karond;Clar Karond;;;;;;;;;;;;;x
ca_clar_karond_desc;Clar Karond is called "The Tower of Doomand is a major source for raw material harvesting for the Druchii, being surrounded by vast forests. It is also famous for the mighty beasts which the city trains, anything from Hydras to Manticores to dragons.;;;;;;;;;;;;;x
ca_har_ganeth;Har Ganeth;;;;;;;;;;;;;x
ca_har_ganeth_desc;Har Ganeth is a temple city, run by the Cult of Khaine. Home to the Executioners and Witch Elves, it is not a city that one would ever want to visit without very good cause. In war however, the armies of Har Ganeth are counted amongst the most stalwart of the Witch King's legions and the temple has officially recognized him as their messiah, the "Scourge of Khainehimself.;;;;;;;;;;;;;x
ca_watch_towers;Watch Tower;;;;;;;;;;;;;x
ca_watch_towers_desc;Watch Towers are Naggaroth's first line of defence against the hordes of Chaos from the North; a long line of forts manned by freshly trained Druchii legions who all serve their first duty here for a few years serve both to hold back Chaos and act as an excellent training mission for all young Druchii troops.;;;;;;;;;;;;;x
#Dwarfs#;;;;;;;;;;;;;;;
ca_mine_1;Surface Mine;;;;;;;;;;;;;x
ca_mine_1_desc;This dwarf mine is very close to the surface, mining the most easily accessible ores.;;;;;;;;;;;;;x
ca_mine_2;Copper Mine;;;;;;;;;;;;;x
ca_mine_2_desc;Copper mines are valuable, and the ores are still found quite close to the surface.;;;;;;;;;;;;;x
ca_mine_3;Silver Mine;;;;;;;;;;;;;x
ca_mine_3_desc;This mine has reached a deep vein of silver, and the dwarfs are busily digging deeper to access more deposits.;;;;;;;;;;;;;x
ca_mine_4;Gold Mine;;;;;;;;;;;;;x
ca_mine_4_desc;These dwarfs have struck rich deposits of gold and other precious metals! Although not particularly useful, gold, silver and platinum can be used to trade with other holds or surface civilisations, and craft many prestigious works of artistic metalwork.;;;;;;;;;;;;;x
ca_mine_5;Deep Mine;;;;;;;;;;;;;x
ca_mine_5_desc;Deep beneath the surface, precious stones and rare metals are to be found in abundance for those willing to risk the danger.;;;;;;;;;;;;;x
ca_mine_6;Gromnil Mine;;;;;;;;;;;;;x
ca_mine_6_desc;Deep in the depths of the earth, Gromnil can be found. Easy to forge, yet nigh unbreakable once crafted, it is the most rare and valuable metal in the world. The lust for Gromnil has been the undoing of many dwarf realms as they dug too deep and disturbed the many foul creatures that lurk below in the lightless caverns.;;;;;;;;;;;;;x
ca_dwarfhold_1;Dwarf Hold;;;;;;;;;;;;;x
ca_dwarfhold_1_desc;Dwarf holds are typically near-impregnable, being fortified both above ground and underground and crafted by the most skilled stone masons of the known world. During sieges they are typically supplied from the vast underground network of deep roads which run below the surface, making it even harder to take one of these holds unless it is by a truly overwhelming direct assault.;;;;;;;;;;;;;x
#Khemri#;;;;;;;;;;;;;;;
ca_khemri_tombs;Tombs of Nehekhara;;;;;;;;;;;;;x
ca_khemri_tombs_desc;The undead of Nehekhara are not mindless automatons like in other realms - their dead are inhabited by the souls of their previous holders, and they still serve the Tomb Kings in death as they did in life. Much of what they once were is forgotten of course, but they well remember the ways of war and obedience. Most of the time they are sleeping in great tombs where they were buried to protect their master in the afterlife, but they are often awoken by the Liche Priests when commanded by the Tomb Kings to prepare for war.;;;;;;;;;;;;;x
#Elves#;;;;;;;;;;;;;;;
ca_lothern_seaguard;Lothern Sea-Guard;;;;;;;;;;;;;x
ca_lothern_seaguard_desc;Lothern is home to the mighty Sea-Guard, a maritime military force charged with both protecting the mighty city of Lothern and manning its great war-fleets. The City of Lothern is also the central trade hub of Ulthuan, and under the watchful gaze of the Sea-Guard, untold riches flow into this realm.;;;;;;;;;;;;;x
ca_caledor_dragonprinces;Dragon Princes of Caledor;;;;;;;;;;;;;x
ca_caledor_dragonprinces_desc;Caledor was once the mightiest of the Elven realms, due to its wizard-princes being able to summon the power of the mighty dragons which dwelt in the volcanic mountains of their realm. Now the dragons slumber for the most part and their numbers are greatly reduced, but the Dragon Princes are still amongst the finest warriors of Ulthuan, riding into battle on great mail-clad warhorses. It is said that the Dragon Princes are the only contingent in the Elf army which does not have to lower its banners in deference to the Phoenix King, such is their pride and great power.;;;;;;;;;;;;;x
ca_tor_anroc;Tor Anroc;;;;;;;;;;;;;x
ca_tor_anroc_desc;Tor Anroc is the capital of Tiranoc. Half-destroyed during the sundering, it has since been rebuilt and was for a time the capital of Ulthuan under the Phoenix King Bel Shanaar. It's proud warriors still maintain a large force of chariots which are constantly patrolling the land seeking out Druchii raiders, and are also ever at the forefront of the Phoenix King's wars.;;;;;;;;;;;;;x
ca_cothique;Cothique;;;;;;;;;;;;;x
ca_cothique_desc;Cothique is a relatively densely populated land, and is a centre of trade, shipbuilding, and fisher-folk. Its mighty fleet is often away on expeditions across the known world.;;;;;;;;;;;;;x
ca_tor_yvresse;Tor Yvresse;;;;;;;;;;;;;x
ca_tor_yvresse_desc;Yvresse is a sparsely populated land, but the mighty fortress of Tor Yvresse - though it's streets are now half empty and many of its great mansions abandoned - remains a powerful fortress and its citizen militia is rightly respected for being amongst the best trained in Ulthuan.;;;;;;;;;;;;;x
ca_ellyrion_reavers;Ellyrion Reavers;;;;;;;;;;;;;x
ca_ellyrion_reavers_desc;Ellyrion is famed for its fine horses, and the Ellyrion Reavers are a strong military force that often serve as scouts and skirmishers in the armies of Ulthuan.;;;;;;;;;;;;;x
tp_court_of_everqueen;Everqueen's Court;;;;;;;;;;;;;x
tp_court_of_everqueen_desc;The Court of the Everqueen is Ulthuan's second capital, and is guarded ceaselessly by the powerful Maiden Guard who are charged with the protection of the Queen. Set amidst verdant valleys and ever blooming wildflowers, though the court is not as imposing as the halls of the Phoenix King, it is just as splendid.;;;;;;;;;;;;;x
ca_white_tower;The White Tower;;;;;;;;;;;;;x
ca_white_tower_desc;The White Tower of Hoeth is the largest repository of magical knowledge in the world, and the political and cultural centre of the realm of Saphery. Guarded by the enigmatic Swordmasters of Hoeth and mighty Wizard Princes, it is nearly impregnable to external assault.;;;;;;;;;;;;;x
tr_warrior_cult;Warrior Cult;;;;;;;;;;x
#CULTURES#;;;;;;;;;;;;;;;
##EVENTS##;;;;;;;;;;;;;;;
##PLOTS##;;;;;;;;;;;;;;;
plot_convert_nurgle_title;Induct [This.GetTitledFirstName] [This.GetOnlyDynastyName] into our Nurglite cult;;;;;;;;;;;;;x
plot_convert_nurgle_desc;[From.GetTitledFirstName] wants to induct [This.GetTitledFirstName] of [This.Liege.PrimaryTitle.GetName], into [From.GetHerHis] Nurglite cult.;;;;;;;;;;;;;x
plot_convert_nurgle_short;Induct into Nurglite Cult;;;;;;;;;;;;;x
plot_convert_slaanesh_title;Induct [This.GetTitledFirstName] [This.GetOnlyDynastyName] into our Slaaneshi cult;;;;;;;;;;;;;x
plot_convert_slaanesh_desc;[From.GetTitledFirstName] wants to induct [This.GetTitledFirstName] of [This.Liege.PrimaryTitle.GetName], into [From.GetHerHis] Slaaneshi cult.;;;;;;;;;;;;;x
plot_convert_slaanesh_short;Induct into Slaaneshi Cult;;;;;;;;;;;;;x
plot_convert_tzeentch_title;Induct [This.GetTitledFirstName] [This.GetOnlyDynastyName] into our Tzeentchian cult;;;;;;;;;;;;;x
plot_convert_tzeentch_desc;[From.GetTitledFirstName] wants to induct [This.GetTitledFirstName] of [This.Liege.PrimaryTitle.GetName], into [From.GetHerHis] Tzeentchian cult.;;;;;;;;;;;;;x
plot_convert_tzeentch_short;Induct into Tzeentchian Cult;;;;;;;;;;;;;x
plot_convert_khorne_title;Induct [This.GetTitledFirstName] [This.GetOnlyDynastyName] into our Khornate cult;;;;;;;;;;;;;x
plot_convert_khorne_desc;[From.GetTitledFirstName] wants to induct [This.GetTitledFirstName] of [This.Liege.PrimaryTitle.GetName], into [From.GetHerHis] Khornate cult.;;;;;;;;;;;;;x
plot_convert_khorne_short;Induct into Khornate Cult;;;;;;;;;;;;;x
plot_province_disease_title;Spread Disease to [This.Capital.GetName];;;;;;;;;;;;;x
plot_province_disease_desc;[From.GetTitledFirstName] wants to spread Grandfather Nurgle's gifts to [This.Capital.GetName], increasing unrest in the whole province.;;;;;;;;;;;;;x
plot_province_disease_short;Spread Disease to Province;;;;;;;;;;;;;x
plot_warpdust_title;Spread Warpdust in [This.Capital.GetName];;;;;;;;;;;;;x
plot_warpdust_desc;[From.GetTitledFirstName] wants to spread warpdust to [This.Capital.GetName] in the name of Tzeentch, causing all sorts of gruesome mutations amongst its populace and causing unrest.;;;;;;;;;;;;;x
plot_warpdust_short;Spread Warpdust to Province;;;;;;;;;;;;;x
plot_beastmen_unrest_title;Spur Beastmen in [This.Capital.GetName];;;;;;;;;;;;;x
plot_beastmen_unrest_desc;[From.GetTitledFirstName] wants to incite [This.Capital.GetName]'s Beastmen tribes into a frenzy, potentially causing further bloodshed in Khorne's name..;;;;;;;;;;;;;x
plot_beastmen_unrest_short;Spur Beastmen in Province;;;;;;;;;;;;;x
plot_hedonism_title;Cause Hedonist Outbreak in [This.Capital.GetName];;;;;;;;;;;;;x
plot_hedonism_desc;[From.GetTitledFirstName] wants to incite [This.Capital.GetName]'s population to indulge in their basest desires, causing an outbreak of hedonism in its very streets to please Slaanesh.;;;;;;;;;;;;;x
plot_hedonism_short;Cause Hedonism in Province;;;;;;;;;;;;;x
inducted_into_nurgle_cult;[This.GetTitledFirstName] [This.GetOnlyDynastyName] is inducted into a Nurglite Cult;;;;;;;;;;;;;x
inducted_into_slaanesh_cult;[This.GetTitledFirstName] [This.GetOnlyDynastyName] is inducted into a Slaaneshi Cult;;;;;;;;;;;;;x
inducted_into_tzeentch_cult;[This.GetTitledFirstName] [This.GetOnlyDynastyName] is inducted into a Tzeentchian Cult;;;;;;;;;;;;;x
inducted_into_khorne_cult;[This.GetTitledFirstName] [This.GetOnlyDynastyName] is inducted into a Khornate Cult;;;;;;;;;;;;;x
#Viking Prepared invasion - localised for Orcs and Goblins instead##;;;;;;;;;;;;;;;
##CB TYPES##;;;;;;;;;;;;;;;
##NICK NAMES##;;;;;;;;;;;;;;;
##CHARACTER MODIFIERS##;;;;;;;;;;;;;;;
magic_power_1;Magic Power 1;;;;;;;;;;x
magic_power_2;Magic Power 2;;;;;;;;;;x
magic_power_3;Magic Power 3;;;;;;;;;;x
magic_power_4;Magic Power 4;;;;;;;;;;x
##RELIGION##;;;;;;;;;;;;;;;
creature_amazon;Amazon;;;;;;;;;;x
creature_amazon_desc;This person is from one of the Amazon tribes of Lustria. Not much is known about the Amazons, except that they are a strictly matriarchal society, and have some ties to the old ones. Being insular bordering on paranoid, it is unlikely that much more will be known about them any time soon. Most men who enter their domain are never heard from again.;;;;;;;;;;x
ulthuan;Island Continent of Ulthuan;;;;;;;;;;x
ulthuan_desc;Ulthuan is a magical island continent, but the great vortex at its heart, which keeps the Winds of Chaos at bay has unpredictable effects on Elves who are all sensitive to magic. It seems that as a side-effect, it lowers their fertility, so that even during long years of peace, the population is slowly falling.;;;;;;;;;;x
ulthuan_lightly_depopulated;Lightly Depopulated;;;;;;;;;;x
ulthuan_lightly_depopulated_desc;In this province, there are many empty villages and mansions dotting the country side.;;;;;;;;;;x
ulthuan_moderately_depopulated;Moderately Depopulated;;;;;;;;;;x
ulthuan_moderately_depopulated_desc;This province is half-empty. While there are still cities and great castles bustling with activity, large areas have been given over to nature and the wild beasts that roam down from the mountains.;;;;;;;;;;x
ulthuan_heavily_depopulated;Heavily Depopulated;;;;;;;;;;x
ulthuan_heavily_depopulated_desc;This province is largely empty, and even some once-great cities stand silent and abandoned. The population has mostly moved to a few well maintained fortresses and mansions, but their lords struggle to patrol the entire province effectively.;;;;;;;;;;x
ulthuan_severely_depopulated;Severely Depopulated;;;;;;;;;;x
ulthuan_severely_depopulated_desc;A wild and untamed province, the few Elves remaining here are clustered around their lords who manage only to patrol the immediate surrounds. Gone are the high days of might, and the armies that once marched to war from here are a distant memory. Though few in number, however, the remaining Elves are determined to defend what is theirs until the last breath and they are amongst the toughest warriors that Ulthuan has to offer.;;;;;;;;;;x
