#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_arali;Arali;Arali;Arali;;Arali;;;;;;;;;x
d_arali_adj;Aralian;;araler;;;;;;;;;;;x
d_arden;Arden;Arden;Arden;;Arden;;;;;;;;;x
d_arden_adj;Ardenian;;ardener;;;;;;;;;;;x
d_argwylon;Argwylon;Argwylon;Argwylon;;Argwylon;;;;;;;;;x
d_argwylon_adj;Argwylonian;;argwyloner;;;;;;;;;;;x
d_armagne;Armagne;Armagne;Armagne;;Armagne;;;;;;;;;x
d_armagne_adj;Armagnean;;armagner;;;;;;;;;;;x
d_armorique;Armorique;Armorique;Armorique;;Armorique;;;;;;;;;x
d_armorique_adj;Armoriquean;;armoriqer;;;;;;;;;;;x
d_arnheim_strand;Arnheim Strand;Arnheim Strand;Arnheim Strand;;Arnheim Strand;;;;;;;;;x
d_arnheim_strand_adj;Arnheim Strandian;;Arnheim Strander;;;;;;;;;;;x
d_arranoc;Arranoc;Arranoc;Arranoc;;Arranoc;;;;;;;;;x
d_arranoc_adj;Arranocian;;arranocer;;;;;;;;;;;x
d_arsuai;Arsuai;Arsuai;Arsuai;;Arsuai;;;;;;;;;x
d_arsuai_adj;Arsian;;arser;;;;;;;;;;;x
d_artois;Artois;Artois;Artois;;Artois;;;;;;;;;x
d_artois_adj;Artoisian;;artoiser;;;;;;;;;;;x
d_ashland;Ashland;Ashland;Ashland;;Ashland;;;;;;;;;x
d_ashland_adj;Ashlandian;;ashlander;;;;;;;;;;;x
d_assyr;Assyr;Assyr;Assyr;;Assyr;;;;;;;;;x
d_assyr_adj;Assyrian;;assyrer;;;;;;;;;;;x
d_astiano;Astiano;Astiano;Astiano;;Astiano;;;;;;;;;x
d_astiano_adj;Astianian;;astianer;;;;;;;;;;;x
d_asuryan_march;Asuryan March;Asuryan March;Asuryan March;;Asuryan March;;;;;;;;;x
d_asuryan_march_adj;Asuryan Marchian;;Asuryan Marcher;;;;;;;;;;;x
d_atarwoud;Atarwoud;Atarwoud;Atarwoud;;Atarwoud;;;;;;;;;x
d_atarwoud_adj;Atarwoudian;;atarwouder;;;;;;;;;;;x
d_atharath;Atharath;Atharath;Atharath;;Atharath;;;;;;;;;x
d_atharath_adj;Atharathian;;atharather;;;;;;;;;;;x
d_atylwyth;Atylwyth;Atylwyth;Atylwyth;;Atylwyth;;;;;;;;;x
d_atylwyth_adj;Atylwythian;;atylwyther;;;;;;;;;;;x
d_auld_styrland;Auld Styrland;Auld Styrland;Auld Styrland;;Auld Styrland;;;;;;;;;x
d_auld_styrland_adj;Auld Styrlandian;;Auld Styrlander;;;;;;;;;;;x
d_ausanne;Ausanne;Ausanne;Ausanne;;Ausanne;;;;;;;;;x
d_ausanne_adj;Ausannean;;ausanner;;;;;;;;;;;x
d_avelorn_march;Avelorn March;Avelorn March;Avelorn March;;Avelorn March;;;;;;;;;x
d_avelorn_march_adj;Avelorn Marchian;;Avelorn Marcher;;;;;;;;;;;x
d_aver_march;Aver March;Aver March;Aver March;;Aver March;;;;;;;;;x
d_aver_march_adj;Aver Marchian;;Aver Marcher;;;;;;;;;;;x
d_averheim;Averheim;Averheim;Averheim;;Averheim;;;;;;;;;x
d_averheim_adj;Averheimian;;averheimer;;;;;;;;;;;x
d_aviastar;Aviastar;Aviastar;Aviastar;;Aviastar;;;;;;;;;x
d_aviastar_adj;Aviastarian;;aviastarer;;;;;;;;;;;x
d_axlotl;Axlotl;Axlotl;Axlotl;;Axlotl;;;;;;;;;x
d_axlotl_adj;Axlotlian;;axlotler;;;;;;;;;;;x
d_azarna;Azarna;Azarna;Azarna;;Azarna;;;;;;;;;x
d_azarna_adj;Azarnan;;azarner;;;;;;;;;;;x
d_azgarazar;Azgarazar;Azgarazar;Azgarazar;;Azgarazar;;;;;;;;;x
d_azgarazar_adj;Azgarazarian;;azgarazarer;;;;;;;;;;;x
d_azgorh;Azgorh;Azgorh;Azgorh;;Azgorh;;;;;;;;;x
d_azgorh_adj;Azgorhian;;azgorher;;;;;;;;;;;x
d_baartak;Baartak;Baartak;Baartak;;Baartak;;;;;;;;;x
d_baartak_adj;Baartakian;;baartaker;;;;;;;;;;;x
d_balaxa;Balaxa;Balaxa;Balaxa;;Balaxa;;;;;;;;;x
d_balaxa_adj;Balaxan;;balaxer;;;;;;;;;;;x
d_barak_varr;Barak Varr;Barak Varr;Barak Varr;;Barak Varr;;;;;;;;;x
d_barak_varr_adj;Barak Varrian;;Barak Varrer;;;;;;;;;;;x
d_barduila;Barduila;Barduila;Barduila;;Barduila;;;;;;;;;x
d_barduila_adj;Barduilan;;barduiler;;;;;;;;;;;x
d_barodrin;Barodrin;Barodrin;Barodrin;;Barodrin;;;;;;;;;x
d_barodrin_adj;Barodrinian;;barodriner;;;;;;;;;;;x
d_bastonne;Bastonne;Bastonne;Bastonne;;Bastonne;;;;;;;;;x
d_bastonne_adj;Bastonnean;;bastonner;;;;;;;;;;;x
d_bebrikia;Bebrikia;Bebrikia;Bebrikia;;Bebrikia;;;;;;;;;x
d_bebrikia_adj;Bebrikian;;bebriker;;;;;;;;;;;x
d_bechafen;Bechafen;Bechafen;Bechafen;;Bechafen;;;;;;;;;x
d_bechafen_adj;Bechafenian;;bechafener;;;;;;;;;;;x
d_bellholm;Bellholm;Bellholm;Bellholm;;Bellholm;;;;;;;;;x
d_bellholm_adj;Bellholmian;;bellholmer;;;;;;;;;;;x
d_bergrisi;Bergrisi;Bergrisi;Bergrisi;;Bergrisi;;;;;;;;;x
d_bergrisi_adj;Bergrisian;;bergriser;;;;;;;;;;;x
d_bhagar;Bhagar;Bhagar;Bhagar;;Bhagar;;;;;;;;;x
d_bhagar_adj;Bhagarian;;bhagarer;;;;;;;;;;;x
d_bilbali;Bilbali;Bilbali;Bilbali;;Bilbali;;;;;;;;;x
d_bilbali_adj;Bilbalian;;bilbaler;;;;;;;;;;;x
d_black_chasm;Black Chasm;Black Chasm;Black Chasm;;Black Chasm;;;;;;;;;x
d_black_chasm_adj;Black Chasmian;;Black Chasmer;;;;;;;;;;;x
d_black_sisters;Black Sisters;Black Sisters;Black Sisters;;Black Sisters;;;;;;;;;x
d_black_sisters_adj;Black Sistersian;;Black Sisterser;;;;;;;;;;;x
d_blackswale;Blackswale;Blackswale;Blackswale;;Blackswale;;;;;;;;;x
d_blackswale_adj;Blackswalean;;blackswaler;;;;;;;;;;;x
d_blackwater;Blackwater;Blackwater;Blackwater;;Blackwater;;;;;;;;;x
d_blackwater_adj;Blackwaterian;;blackwaterer;;;;;;;;;;;x
d_bleak_coast;Bleak Coast;Bleak Coast;Bleak Coast;;Bleak Coast;;;;;;;;;x
d_bleak_coast_adj;Bleak Coastian;;Bleak Coaster;;;;;;;;;;;x
d_blitzfelsen;Blitzfelsen;Blitzfelsen;Blitzfelsen;;Blitzfelsen;;;;;;;;;x
d_blitzfelsen_adj;Blitzfelsenian;;blitzfelsener;;;;;;;;;;;x
d_blodhfell;Blóðfell;Blóðfell;Blóðfell;;Blóðfell;;;;;;;;;x
d_blodhfell_adj;Blóðfellian;;blóðfeller;;;;;;;;;;;x
d_blodig;Blodig;Blodig;Blodig;;Blodig;;;;;;;;;x
d_blodig_adj;Blodigian;;blodiger;;;;;;;;;;;x
d_boggamire;Boggamire;Boggamire;Boggamire;;Boggamire;;;;;;;;;x
d_boggamire_adj;Boggamirean;;boggamirer;;;;;;;;;;;x
d_bolgasgrad;Bolgasgrad;Bolgasgrad;Bolgasgrad;;Bolgasgrad;;;;;;;;;x
d_bolgasgrad_adj;Bolgasgradian;;bolgasgrader;;;;;;;;;;;x
d_bone_pass;Bone Pass;Bone Pass;Bone Pass;;Bone Pass;;;;;;;;;x
d_bone_pass_adj;Bone Passian;;Bone Passer;;;;;;;;;;;x
d_bordeleaux;Bordeleaux;Bordeleaux;Bordeleaux;;Bordeleaux;;;;;;;;;x
d_bordeleaux_adj;Bordeleauxian;;bordeleauxer;;;;;;;;;;;x
d_brachland;Brachland;Brachland;Brachland;;Brachland;;;;;;;;;x
d_brachland_adj;Brachlandian;;brachlander;;;;;;;;;;;x
d_bragante;Bragante;Bragante;Bragante;;Bragante;;;;;;;;;x
d_bragante_adj;Bragantean;;braganter;;;;;;;;;;;x
d_brionne;Brionne;Brionne;Brionne;;Brionne;;;;;;;;;x
d_brionne_adj;Brionnean;;brionner;;;;;;;;;;;x
d_bulak;Bulak;Bulak;Bulak;;Bulak;;;;;;;;;x
d_bulak_adj;Bulakian;;bulaker;;;;;;;;;;;x
d_caelandriol;Caelandriol;Caelandriol;Caelandriol;;Caelandriol;;;;;;;;;x
d_caelandriol_adj;Caelandriolian;;caelandrioler;;;;;;;;;;;x
d_caergarn;Caergarn;Caergarn;Caergarn;;Caergarn;;;;;;;;;x
d_caergarn_adj;Caergarnian;;caergarner;;;;;;;;;;;x
d_cairnmoor;Cairnmoor;Cairnmoor;Cairnmoor;;Cairnmoor;;;;;;;;;x
d_cairnmoor_adj;Cairnmoorian;;cairnmoorer;;;;;;;;;;;x
d_caladai;Caladai;Caladai;Caladai;;Caladai;;;;;;;;;x
d_caladai_adj;Caladian;;calader;;;;;;;;;;;x
d_callach_mor;Callach-mor;Callach-mor;Callach-mor;;Callach-mor;;;;;;;;;x
d_callach_mor_adj;Callach-morian;;callach-morer;;;;;;;;;;;x
d_camaca;Camaca;Camaca;Camaca;;Camaca;;;;;;;;;x
d_camaca_adj;Camacan;;camacer;;;;;;;;;;;x
d_cantabrona;Cantabrona;Cantabrona;Cantabrona;;Cantabrona;;;;;;;;;x
d_cantabrona_adj;Cantabronan;;cantabroner;;;;;;;;;;;x
d_capra;Capra;Capra;Capra;;Capra;;;;;;;;;x
d_capra_adj;Capran;;caprer;;;;;;;;;;;x
d_carcassonne;Carcassonne;Carcassonne;Carcassonne;;Carcassonne;;;;;;;;;x
d_carcassonne_adj;Carcassonnean;;carcassonner;;;;;;;;;;;x
d_carroburg;Carroburg;Carroburg;Carroburg;;Carroburg;;;;;;;;;x
d_carroburg_adj;Carroburgian;;carroburger;;;;;;;;;;;x
d_cavaroc;Cavaroc;Cavaroc;Cavaroc;;Cavaroc;;;;;;;;;x
d_cavaroc_adj;Cavarocian;;cavarocer;;;;;;;;;;;x
d_ceyl;Ceyl;Ceyl;Ceyl;;Ceyl;;;;;;;;;x
d_ceyl_adj;Ceylian;;ceyler;;;;;;;;;;;x
d_chakmyr;Chakmyr;Chakmyr;Chakmyr;;Chakmyr;;;;;;;;;x
d_chakmyr_adj;Chakmyrian;;chakmyrer;;;;;;;;;;;x
d_chalons;Châlons;Châlons;Châlons;;Châlons;;;;;;;;;x
d_chalons_adj;Châlonsian;;châlonser;;;;;;;;;;;x
d_chaqua;Chaqua;Chaqua;Chaqua;;Chaqua;;;;;;;;;x
d_chaqua_adj;Chaquan;;chaqer;;;;;;;;;;;x
d_charboneau;Charboneau;Charboneau;Charboneau;;Charboneau;;;;;;;;;x
d_charboneau_adj;Charbonian;;charboner;;;;;;;;;;;x
d_chargrim;Chargrim;Chargrim;Chargrim;;Chargrim;;;;;;;;;x
d_chargrim_adj;Chargrimian;;chargrimer;;;;;;;;;;;x
d_charix;Charix;Charix;Charix;;Charix;;;;;;;;;x
d_charix_adj;Charixian;;charixer;;;;;;;;;;;x
d_chelihuaca;Chelihuaca;Chelihuaca;Chelihuaca;;Chelihuaca;;;;;;;;;x
d_chelihuaca_adj;Chelihuacan;;chelihuacer;;;;;;;;;;;x
d_cherry;Cherry;Cherry;Cherry;;Cherry;;;;;;;;;x
d_cherry_adj;Cherrian;;cherrer;;;;;;;;;;;x
d_chiapala;Chiapala;Chiapala;Chiapala;;Chiapala;;;;;;;;;x
d_chiapala_adj;Chiapalan;;chiapaler;;;;;;;;;;;x
d_chinon;Chinon;Chinon;Chinon;;Chinon;;;;;;;;;x
d_chinon_adj;Chinonian;;chinoner;;;;;;;;;;;x
d_chotecalax;Chotecalax;Chotecalax;Chotecalax;;Chotecalax;;;;;;;;;x
d_chotecalax_adj;Chotecalaxian;;chotecalaxer;;;;;;;;;;;x
d_chrace;Chrace;Chrace;Chrace;;Chrace;;;;;;;;;x
d_chrace_adj;Chracean;;chracer;;;;;;;;;;;x
d_chupayotl;Chupayotl;Chupayotl;Chupayotl;;Chupayotl;;;;;;;;;x
d_chupayotl_adj;Chupayotlian;;chupayotler;;;;;;;;;;;x
d_city_of_pillars;City of Pillars;City of Pillars;City of Pillars;;City of Pillars;;;;;;;;;x
d_city_of_pillars_adj;City of Pillarsian;;City of Pillarser;;;;;;;;;;;x
d_clar_karond;Clar Karond;Clar Karond;Clar Karond;;Clar Karond;;;;;;;;;x
d_clar_karond_adj;Clar Karondian;;Clar Karonder;;;;;;;;;;;x
d_clazomene;Clazomene;Clazomene;Clazomene;;Clazomene;;;;;;;;;x
d_clazomene_adj;Clazomenean;;clazomener;;;;;;;;;;;x
d_cloudlands;Cloudlands;Cloudlands;Cloudlands;;Cloudlands;;;;;;;;;x
d_cloudlands_adj;Cloudlandsian;;cloudlandser;;;;;;;;;;;x
d_cocoquin;Cocoquin;Cocoquin;Cocoquin;;Cocoquin;;;;;;;;;x
d_cocoquin_adj;Cocoquinian;;cocoquiner;;;;;;;;;;;x
d_coetic_strand;Coetic Strand;Coetic Strand;Coetic Strand;;Coetic Strand;;;;;;;;;x
d_coetic_strand_adj;Coetic Strandian;;Coetic Strander;;;;;;;;;;;x
d_copher;Copher;Copher;Copher;;Copher;;;;;;;;;x
d_copher_adj;Copherian;;copherer;;;;;;;;;;;x
d_corsair_strand;Corsair Strand;Corsair Strand;Corsair Strand;;Corsair Strand;;;;;;;;;x
d_corsair_strand_adj;Corsair Strandian;;Corsair Strander;;;;;;;;;;;x
d_couronne;Couronne;Couronne;Couronne;;Couronne;;;;;;;;;x
d_couronne_adj;Couronnean;;couronner;;;;;;;;;;;x
d_crookback_pit;Crookback Pit;Crookback Pit;Crookback Pit;;Crookback Pit;;;;;;;;;x
d_crookback_pit_adj;Crookback Pitian;;Crookback Piter;;;;;;;;;;;x
d_cuileux;Cuileux;Cuileux;Cuileux;;Cuileux;;;;;;;;;x
d_cuileux_adj;Cuileuxian;;cuileuxer;;;;;;;;;;;x
d_cursed_pit;Cursed Pit;Cursed Pit;Cursed Pit;;Cursed Pit;;;;;;;;;x
d_cursed_pit_adj;Cursed Pitian;;Cursed Piter;;;;;;;;;;;x
d_cythair;Cythair;Cythair;Cythair;;Cythair;;;;;;;;;x
d_cythair_adj;Cythairian;;cythairer;;;;;;;;;;;x
d_cython_march;Cython March;Cython March;Cython March;;Cython March;;;;;;;;;x
d_cython_march_adj;Cython Marchian;;Cython Marcher;;;;;;;;;;;x
d_cythral;Cythral;Cythral;Cythral;;Cythral;;;;;;;;;x
d_cythral_adj;Cythralian;;cythraler;;;;;;;;;;;x
d_daegonstrand;Daegonstrand;Daegonstrand;Daegonstrand;;Daegonstrand;;;;;;;;;x
d_daegonstrand_adj;Daegonstrandian;;daegonstrander;;;;;;;;;;;x
d_damaza;Damaza;Damaza;Damaza;;Damaza;;;;;;;;;x
d_damaza_adj;Damazan;;damazer;;;;;;;;;;;x
d_dariganga;Dariganga;Dariganga;Dariganga;;Dariganga;;;;;;;;;x
d_dariganga_adj;Darigangan;;dariganger;;;;;;;;;;;x
d_darkstone;Darkstone;Darkstone;Darkstone;;Darkstone;;;;;;;;;x
d_darkstone_adj;Darkstonean;;darkstoner;;;;;;;;;;;x
d_dawizag;Dawizag;Dawizag;Dawizag;;Dawizag;;;;;;;;;x
d_dawizag_adj;Dawizagian;;dawizager;;;;;;;;;;;x
d_death_pass;Death Pass;Death Pass;Death Pass;;Death Pass;;;;;;;;;x
d_death_pass_adj;Death Passian;;Death Passer;;;;;;;;;;;x
d_debeqra;Debeqra;Debeqra;Debeqra;;Debeqra;;;;;;;;;x
d_debeqra_adj;Debeqran;;debeqrer;;;;;;;;;;;x
d_deepscar;Deepscar;Deepscar;Deepscar;;Deepscar;;;;;;;;;x
d_deepscar_adj;Deepscarian;;deepscarer;;;;;;;;;;;x
d_dhahab;Dhahab;Dhahab;Dhahab;;Dhahab;;;;;;;;;x
d_dhahab_adj;Dhahabian;;dhahaber;;;;;;;;;;;x
d_dharkwyr;Dharkwyr;Dharkwyr;Dharkwyr;;Dharkwyr;;;;;;;;;x
d_dharkwyr_adj;Dharkwyrian;;dharkwyrer;;;;;;;;;;;x
d_dhymar;Dhymar;Dhymar;Dhymar;;Dhymar;;;;;;;;;x
d_dhymar_adj;Dhymarian;;dhymarer;;;;;;;;;;;x
d_diamenterra;Diamenterra;Diamenterra;Diamenterra;;Diamenterra;;;;;;;;;x
d_diamenterra_adj;Diamenterran;;diamenterrer;;;;;;;;;;;x
d_direfort;Direfort;Direfort;Direfort;;Direfort;;;;;;;;;x
d_direfort_adj;Direfortian;;direforter;;;;;;;;;;;x
d_djeiten;Djeiten;Djeiten;Djeiten;;Djeiten;;;;;;;;;x
d_djeiten_adj;Djeitenian;;djeitener;;;;;;;;;;;x
d_dobryrion;Dobryrion;Dobryrion;Dobryrion;;Dobryrion;;;;;;;;;x
d_dobryrion_adj;Dobryrionian;;dobryrioner;;;;;;;;;;;x
d_dokuvalk;Dokuvalk;Dokuvalk;Dokuvalk;;Dokuvalk;;;;;;;;;x
d_dokuvalk_adj;Dokuvalkian;;dokuvalker;;;;;;;;;;;x
d_doom_glades;Doom Glades;Doom Glades;Doom Glades;;Doom Glades;;;;;;;;;x
d_doom_glades_adj;Doom Gladesian;;Doom Gladeser;;;;;;;;;;;x
d_doompeaks;Doompeaks;Doompeaks;Doompeaks;;Doompeaks;;;;;;;;;x
d_doompeaks_adj;Doompeaksian;;doompeakser;;;;;;;;;;;x
d_dragon_gate;Dragon Gate;Dragon Gate;Dragon Gate;;Dragon Gate;;;;;;;;;x
d_dragon_gate_adj;Dragon Gatean;;Dragon Gater;;;;;;;;;;;x
d_dragonwake;Dragonwake;Dragonwake;Dragonwake;;Dragonwake;;;;;;;;;x
d_dragonwake_adj;Dragonwakean;;dragonwaker;;;;;;;;;;;x
d_drakanzang;Drakanzang;Drakanzang;Drakanzang;;Drakanzang;;;;;;;;;x
d_drakanzang_adj;Drakanzangian;;drakanzanger;;;;;;;;;;;x
d_drake_isles;Drake Isles;Drake Isles;Drake Isles;;Drake Isles;;;;;;;;;x
d_drake_isles_adj;Drake Islesian;;Drake Isleser;;;;;;;;;;;x
d_drakenhoehenzug;Drakenhöhenzug;Drakenhöhenzug;Drakenhöhenzug;;Drakenhöhenzug;;;;;;;;;x
d_drakenhoehenzug_adj;Drakenhöhenzugian;;drakenhöhenzuger;;;;;;;;;;;x
d_drakenmoor;Drakenmoor;Drakenmoor;Drakenmoor;;Drakenmoor;;;;;;;;;x
d_drakenmoor_adj;Drakenmoorian;;drakenmoorer;;;;;;;;;;;x
d_drakire;Drakire;Drakire;Drakire;;Drakire;;;;;;;;;x
d_drakire_adj;Drakirean;;drakirer;;;;;;;;;;;x
d_drakon_coast;Drakon Coast;Drakon Coast;Drakon Coast;;Drakon Coast;;;;;;;;;x
d_drakon_coast_adj;Drakon Coastian;;Drakon Coaster;;;;;;;;;;;x
d_drakwasser;Drakwasser;Drakwasser;Drakwasser;;Drakwasser;;;;;;;;;x
d_drakwasser_adj;Drakwasserian;;drakwasserer;;;;;;;;;;;x
d_drazhdrin;Drazhdrin;Drazhdrin;Drazhdrin;;Drazhdrin;;;;;;;;;x
d_drazhdrin_adj;Drazhdrinian;;drazhdriner;;;;;;;;;;;x
d_dtella;Dtella;Dtella;Dtella;;Dtella;;;;;;;;;x
d_dtella_adj;Dtellan;;dteller;;;;;;;;;;;x
d_dukhyls;Dukhyls;Dukhyls;Dukhyls;;Dukhyls;;;;;;;;;x
d_dukhyls_adj;Dukhylsian;;dukhylser;;;;;;;;;;;x
d_dwardin;Dwardin;Dwardin;Dwardin;;Dwardin;;;;;;;;;x
d_dwardin_adj;Dwardinian;;dwardiner;;;;;;;;;;;x
d_dypvann;Dypvann;Dypvann;Dypvann;;Dypvann;;;;;;;;;x
d_dypvann_adj;Dypvannian;;dypvanner;;;;;;;;;;;x
d_dysmyr;Dysmyr;Dysmyr;Dysmyr;;Dysmyr;;;;;;;;;x
d_dysmyr_adj;Dysmyrian;;dysmyrer;;;;;;;;;;;x
d_dzhagna;Dzhagna;Dzhagna;Dzhagna;;Dzhagna;;;;;;;;;x
d_dzhagna_adj;Dzhagnan;;dzhagner;;;;;;;;;;;x
d_eagle_gate;Eagle Gate;Eagle Gate;Eagle Gate;;Eagle Gate;;;;;;;;;x
d_eagle_gate_adj;Eagle Gatean;;Eagle Gater;;;;;;;;;;;x
d_east_pass;East Pass;East Pass;East Pass;;East Pass;;;;;;;;;x
d_east_pass_adj;East Passian;;East Passer;;;;;;;;;;;x
d_ejsgard;Ejsgard;Ejsgard;Ejsgard;;Ejsgard;;;;;;;;;x
d_ejsgard_adj;Ejsgardian;;ejsgarder;;;;;;;;;;;x
d_ekke;Ekke;Ekke;Ekke;;Ekke;;;;;;;;;x
d_ekke_adj;Ekkean;;ekker;;;;;;;;;;;x
d_ekrund;Ekrund;Ekrund;Ekrund;;Ekrund;;;;;;;;;x
d_ekrund_adj;Ekrundian;;ekrunder;;;;;;;;;;;x
d_ekzfilazanar;Ekzfilazanar;Ekzfilazanar;Ekzfilazanar;;Ekzfilazanar;;;;;;;;;x
d_ekzfilazanar_adj;Ekzfilazanarian;;ekzfilazanarer;;;;;;;;;;;x
d_el_toboso;El Toboso;El Toboso;El Toboso;;El Toboso;;;;;;;;;x
d_el_toboso_adj;El Tobosian;;El Toboser;;;;;;;;;;;x
d_elyr;Elyr;Elyr;Elyr;;Elyr;;;;;;;;;x
d_elyr_adj;Elyrian;;elyrer;;;;;;;;;;;x
d_eprenois;Eprenois;Eprenois;Eprenois;;Eprenois;;;;;;;;;x
d_eprenois_adj;Eprenoisian;;eprenoiser;;;;;;;;;;;x
d_eragol;Eragol;Eragol;Eragol;;Eragol;;;;;;;;;x
d_eragol_adj;Eragolian;;eragoler;;;;;;;;;;;x
d_erengrad;Erengrad;Erengrad;Erengrad;;Erengrad;;;;;;;;;x
d_erengrad_adj;Erengradian;;erengrader;;;;;;;;;;;x
d_erpelzug;Erpelzug;Erpelzug;Erpelzug;;Erpelzug;;;;;;;;;x
d_erpelzug_adj;Erpelzugian;;erpelzuger;;;;;;;;;;;x
d_everpeak;Everpeak;Everpeak;Everpeak;;Everpeak;;;;;;;;;x
d_everpeak_adj;Everpeakian;;everpeaker;;;;;;;;;;;x
d_evershore;Evershore;Evershore;Evershore;;Evershore;;;;;;;;;x
d_evershore_adj;Evershorean;;evershorer;;;;;;;;;;;x
d_everwood;Everwood;Everwood;Everwood;;Everwood;;;;;;;;;x
d_everwood_adj;Everwoodian;;everwooder;;;;;;;;;;;x
d_farlichberge;Farlichberge;Farlichberge;Farlichberge;;Farlichberge;;;;;;;;;x
d_farlichberge_adj;Farlichbergean;;farlichberger;;;;;;;;;;;x
d_fatandira;Fatandira;Fatandira;Fatandira;;Fatandira;;;;;;;;;x
d_fatandira_adj;Fatandiran;;fatandirer;;;;;;;;;;;x
d_fathmarx;Fathmarx;Fathmarx;Fathmarx;;Fathmarx;;;;;;;;;x
d_fathmarx_adj;Fathmarxian;;fathmarxer;;;;;;;;;;;x
d_fauligmere;Fauligmere;Fauligmere;Fauligmere;;Fauligmere;;;;;;;;;x
d_fauligmere_adj;Fauligmerean;;fauligmerer;;;;;;;;;;;x
d_felrime;Felrime;Felrime;Felrime;;Felrime;;;;;;;;;x
d_felrime_adj;Felrimean;;felrimer;;;;;;;;;;;x
d_felskagi;Felskagi;Felskagi;Felskagi;;Felskagi;;;;;;;;;x
d_felskagi_adj;Felskagian;;felskager;;;;;;;;;;;x
d_felstone;Felstone;Felstone;Felstone;;Felstone;;;;;;;;;x
