#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x,,,,
#BUILDINGS#,,,,,,
#Empire#,,,,,,
ca_montfort_desc;The castle and town of Montfort are located on the Bretonnian side of the Axe Bite Pass, a crucial defensive location against both greenskins attacking from the grey mountains as well as the Empire, a realm with whom Bretonnia has been at war with just as much as they have allied with. Due to this strategic location, Montfort Castle is one of the best human constructed fortification in the Old World. Spreading out from the massive keep are five tiers of giant sixty feet walls which have been firmly constructed into the rock itself, protecting the large town of Montfort from any hostile invaders. Naturally the Bretonnians here have decided that their hard work has earned them the right to exact heavy tolls on merchants or any other traveller that braves the dangerous but utterly important pass. Ironically and in a true Bretonnian fashion, this also includes the towns own citizens who pay much in order to gain access to the inner sections of Montfort.;;;;;;;;;x,
ca_parravon;Parravon;;;;;;;;;x,,,,
ca_parravon_desc;The impressive Bretonnian city of Parravon has been carved directly into the living rock from an outcrop of the Grey Mountains. Castle Parravon dominates the stunning city below from its high vantage point at the peak of the outcrop, tunnels stretching far down into the heart of the mountain further increasing its defensive capabilities. Parravon is also famous for its Pegasus Knights as the noble creatures themselves can be found in the nearby section of the Grey Mountains more so than anywhere else in Bretonnia.;;;;;;;;;x,,,
ca_artois;Artois;;;;;;;;;x,,,,
ca_artois_desc;Built in the midst of the beastmen infested Forest of Arden, Castle Artois is a well-fortified keep that has withstood its share of battles. The castle's real focus however is around providing safe accommodation for the Duke and his many mounted warriors, yeoman and knights alike, who ride out on endless hunts against the beastmen of the forest.;;;;;;;;;x,
ca_bordeleaux;Bordeleaux;;;;;;;;;x,,,,
ca_bordeleaux_desc;The bustling port of Bordeleaux holds much in common with many of the other major ports in Bretonnia being built off of ancient Elven ruins from the time long ago where they lorded over this land. The mighty castle of the Duke rests atop a cliff that rises over the main harbour, the countless siege weapons on its walls being able to reach any point in the city and the bay. Over the years, Bordeleaux has found itself in an ongoing commercial rivalry between itself and the great northern port of L'Anguille, a rivalry that Bordeleaux has always been on the losing end of.;;;;;;;;;x,
ca_gisoreux;Gisoreux;;;;;;;;;x,,,,
ca_gisoreux_desc;The city of Gisoreux is a bustling city filled with merchants and travellers from all across the Old World with it even being said that there are more Imperial traders in Gisoreux than any other city in Bretonnia. The massive bulk of Castle Gisoreux dominates the entire city, a single curtain wall runs for well over a mile long, enclosing two large keeps that provide accommodation and protection for many of the local dignitaries.;;;;;;;;;x,,
#Tomb Kings#,,, ,,,
ca_the_black_tower;The Black Tower of Arkhan;;;;;;;;;x,,,,
ca_the_black_tower_desc;The Black Tower is the home of the legendary Arkhan the Black, first and foremost of all Nagash's followers. This dark tower was built by Arkhan at the height of Nagash's reign of terror and so the lands around it are saturated with dark magic, further protecting it from whomever may be foolish enough to intrude. From this tower Arkhan furthers his knowledge of dark magic,constantly seeking to improve his skill with the final goal of eventually being able to revive his dark master, Nagash.;;;;;;;;;x
ca_necropolis_of_khemri;Khemri;;;;;;;;;x,,,,
ca_necropolis_of_khemri_desc;The once great city of Khemri retains little of its former glory, the soaring towers of shining gold and the grand pyramids made of limestone and alabaster are likened to the Tomb Kings themselves,  completely rotten and fully decayed with age. The largest of the pyramids still dominate over the rest of the city thanks to the undying efforts of the Liche Priests tasked with slowly restoring the cities monuments. Nevertheless, Khemri still remains the centre of the ancient empire of Nehekhara and those who hold it even in its current state are seen as truly great leaders.;;;;;;;;;x,
ca_lybaras;Tomb City of Lybaras;;;;;;;;;x,,,,
ca_lybaras_desc;No different to the other cities in Nehekhara,the Tomb-City of Lybaras is an image of decayed splendour. This once glorious city is the resting place of the beautiful but formidable Queen Khalida who has dedicated the entire city to Asaph, the Nehekharan goddess of vengeance and magic who endlessly promises Khalida revenge on Nagash's vampiric spawn. The city itself is difficult for invading armies to approach, protected from the west by mountains, east by the dangerous waters of the Gulf of Fear and south by the Cursed Jungle. These natural defences have allowed Lybaras to strongly resist Khemri throughout its history.;;;;;;;;;x
ca_zandri;Zandri;;;;;;;;;x,,,,
ca_zandri_desc;The ancient city of Zandri was one of the first cities built in Nehekhara with many even claiming it to be the very first major settlement. In these times of old Zandri was the centre of a vast naval empire, fleets with ships numbering in their hundreds were stationed here and untold riches constantly flowed through the city. Although these times have long since passed, Zandri has remained an important port-city in Nehekhara and a key location that any King of Khemri would wish to control.;;;;;;;;;x,,
#Kislev#,, ,,,,
ca_kislev;Kislev;;;;;;;;;x,,,,
ca_kislev_desc;The large and well developed city of Kislev is home to the Tzars of Kislev who rule over their empire from the Palace Gospodarin located in the heart of this grand city. As with the entire Empire of Kislev, the city remains under constant threat from Norscans and Chaos forces lurking to the north. Despite this constant menace, the city of Kislev has never fallen to an invading army yet, standing strong against countless sieges while the surrounding countryside burns. The Ungol and Gospodarian people who live here are a hardy folk, their horsemanship and combat skills forever tempered by raids coming down from the north which has enabled the Tzars to field one of the most fearsome mounted armies in the Old World.;;;;;;;;;x
