#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###General;;;;;;;;;;;;;;
#Tribal;;;;;;;;;;;;;;
kingdom_of_imperial_group;Principality of;;;;;;;;;;;;;x
empire_of_imperial_group;Kingdom of;;;;;;;;;;;;;x
barony_imperial_group;Barony;;;;;;;;;;;;;x
county_imperial_group;County;;;;;;;;;;;;;x
duchy_imperial_group;Duchy;;;;;;;;;;;;;x
kingdom_imperial_group;Principality;;;;;;;;;;;;;x
empire_imperial_group;Kingdom;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_imperial_group;Mayor;;;;;;;;;;;;;x
city_count_imperial_group;Lord Mayor;;;;;;;;;;;;;x
city_duke_imperial_group;Lord Chancellor;;;;;;;;;;;;;x
city_king_imperial_group;Prince;;;;;;;;;;;;;x
city_emperor_imperial_group;Grand Prince;;;;;;;;;;;;;x
city_barony_of_imperial_group;City of;;;;;;;;;;;;;x
city_county_of_imperial_group;Free City of;;;;;;;;;;;;;x
city_duchy_of_imperial_group;League of;;;;;;;;;;;;;x
city_kingdom_of_imperial_group;Principality of;;;;;;;;;;;;;x
city_empire_of_imperial_group;Grand Principality of;;;;;;;;;;;;;x
city_barony_imperial_group;City;;;;;;;;;;;;;x
city_county_imperial_group;Free City;;;;;;;;;;;;;x
city_duchy_imperial_group;League;;;;;;;;;;;;;x
city_kingdom_imperial_group;Principality;;;;;;;;;;;;;x
city_empire_imperial_group;Grand Principality;;;;;;;;;;;;;x
###Bretonnian Group;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
baron_bretonnian_group;Baron;;;;;;;;;;;;;x
baron_female_bretonnian_group;Baroness;;;;;;;;;;;;;x
count_bretonnian_group;Count;;;;;;;;;;;;;x
count_female_bretonnian_group;Countess;;;;;;;;;;;;;x
duke_bretonnian_group;Marquis;;;;;;;;;;;;;x
duke_female_bretonnian_group;Marquise;;;;;;;;;;;;;x
king_bretonnian_group;Duke;;;;;;;;;;;;;x
king_female_bretonnian_group;Duchess;;;;;;;;;;;;;x
emperor_bretonnian_group;King;;;;;;;;;;;;;x
emperor_female_bretonnian_group;Queen;;;;;;;;;;;;;x
barony_of_bretonnian_group;Barony of;;;;;;;;;;;;;x
county_of_bretonnian_group;County of;;;;;;;;;;;;;x
duchy_of_bretonnian_group;Marche of;;;;;;;;;;;;;x
kingdom_of_bretonnian_group;Grand Duchy of;;;;;;;;;;;;;x
empire_of_bretonnian_group;Kingdom of;;;;;;;;;;;;;x
barony_bretonnian_group;Barony;;;;;;;;;;;;;x
county_bretonnian_group;County;;;;;;;;;;;;;x
duchy_bretonnian_group;Marche;;;;;;;;;;;;;x
kingdom_bretonnian_group;Grand Duchy;;;;;;;;;;;;;x
empire_bretonnian_group;Kingdom;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_bretonnian_group;Mayor;;;;;;;;;;;;;x
city_count_bretonnian_group;Lord Mayor;;;;;;;;;;;;;x
city_duke_bretonnian_group;Maire;;;;;;;;;;;;;x
city_king_bretonnian_group;Provost;;;;;;;;;;;;;x
city_emperor_bretonnian_group;Lord Provost;;;;;;;;;;;;;x
city_barony_of_bretonnian_group;City of;;;;;;;;;;;;;x
city_county_of_bretonnian_group;Free City of;;;;;;;;;;;;;x
city_duchy_of_bretonnian_group;League of;;;;;;;;;;;;;x
city_kingdom_of_bretonnian_group;Republic of;;;;;;;;;;;;;x
city_empire_of_bretonnian_group;Grand Republic of;;;;;;;;;;;;;x
city_barony_bretonnian_group;City;;;;;;;;;;;;;x
city_county_bretonnian_group;Free City;;;;;;;;;;;;;x
city_duchy_bretonnian_group;League;;;;;;;;;;;;;x
city_kingdom_bretonnian_group;Republic;;;;;;;;;;;;;x
city_empire_bretonnian_group;Grand Republic;;;;;;;;;;;;;x
###Kislevite Group;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
baron_kislevite_group;Dvoryanin;;;;;;;;;;;;;x
baron_female_kislevite_group;Dvoryanka;;;;;;;;;;;;;x
count_kislevite_group;Boyar;;;;;;;;;;;;;x
count_female_kislevite_group;Boyarynya;;;;;;;;;;;;;x
duke_kislevite_group;Voievode;;;;;;;;;;;;;x
duke_female_kislevite_group;Voievode;;;;;;;;;;;;;x
king_kislevite_group;Prince;;;;;;;;;;;;;x
king_female_kislevite_group;Princess;;;;;;;;;;;;;x
emperor_kislevite_group;Tzar;;;;;;;;;;;;;x
emperor_female_kislevite_group;Tzarina;;;;;;;;;;;;;x
barony_of_kislevite_group;Khutor of;;;;;;;;;;;;;x
county_of_kislevite_group;Zupa of;;;;;;;;;;;;;x
duchy_of_kislevite_group;Voivodeship of;;;;;;;;;;;;;x
kingdom_of_kislevite_group;Oblast of;;;;;;;;;;;;;x
empire_of_kislevite_group;Tzardom of;;;;;;;;;;;;;x
barony_kislevite_group;Khutor;;;;;;;;;;;;;x
county_kislevite_group;Zupa;;;;;;;;;;;;;x
duchy_kislevite_group;Voivodeship;;;;;;;;;;;;;x
kingdom_kislevite_group;Oblast;;;;;;;;;;;;;x
empire_kislevite_group;Tzardom;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_kislevite_group;Starosta;;;;;;;;;;;;;x
city_count_kislevite_group;Stolnik;;;;;;;;;;;;;x
city_duke_kislevite_group;Posadnik;;;;;;;;;;;;;x
city_king_kislevite_group;Prince;;;;;;;;;;;;;x
city_emperor_kislevite_group;Grand Prince;;;;;;;;;;;;;x
city_barony_of_kislevite_group;City of;;;;;;;;;;;;;x
city_county_of_kislevite_group;Grand City of;;;;;;;;;;;;;x
city_duchy_of_kislevite_group;League of;;;;;;;;;;;;;x
city_kingdom_of_kislevite_group;Principality of;;;;;;;;;;;;;x
city_empire_of_kislevite_group;Grand Principality of;;;;;;;;;;;;;x
city_barony_kislevite_group;City;;;;;;;;;;;;;x
city_county_kislevite_group;Grand City;;;;;;;;;;;;;x
city_duchy_kislevite_group;League;;;;;;;;;;;;;x
city_kingdom_kislevite_group;Principality;;;;;;;;;;;;;x
city_empire_kislevite_group;Grand Principality;;;;;;;;;;;;;x
###Estalian Group;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
baron_estalian_group;Baron;;;;;;;;;;;;;x
baron_female_estalian_group;Baroness;;;;;;;;;;;;;x
count_estalian_group;Count;;;;;;;;;;;;;x
count_female_estalian_group;Countess;;;;;;;;;;;;;x
duke_estalian_group;Duke;;;;;;;;;;;;;x
duke_female_estalian_group;Duchess;;;;;;;;;;;;;x
king_estalian_group;King;;;;;;;;;;;;;x
king_female_estalian_group;Queen;;;;;;;;;;;;;x
emperor_estalian_group;Imperator;;;;;;;;;;;;;x
emperor_female_estalian_group;Imperatrix;;;;;;;;;;;;;x
barony_of_estalian_group;Barony of;;;;;;;;;;;;;x
county_of_estalian_group;County of;;;;;;;;;;;;;x
duchy_of_estalian_group;Duchy of;;;;;;;;;;;;;x
kingdom_of_estalian_group;Kingdom of;;;;;;;;;;;;;x
empire_of_estalian_group;Empire of;;;;;;;;;;;;;x
barony_estalian_group;Barony;;;;;;;;;;;;;x
county_estalian_group;County;;;;;;;;;;;;;x
duchy_estalian_group;Duchy;;;;;;;;;;;;;x
kingdom_estalian_group;Kingdom;;;;;;;;;;;;;x
empire_estalian_group;Empire;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_estalian_group;Alcaide;;;;;;;;;;;;;x
city_count_estalian_group;Regidor;;;;;;;;;;;;;x
city_duke_estalian_group;Iudex;;;;;;;;;;;;;x
city_king_estalian_group;Prince;;;;;;;;;;;;;x
city_emperor_estalian_group;Grand Prince;;;;;;;;;;;;;x
city_barony_of_estalian_group;City of;;;;;;;;;;;;;x
city_county_of_estalian_group;Concejo of;;;;;;;;;;;;;x
city_duchy_of_estalian_group;Junta of;;;;;;;;;;;;;x
city_kingdom_of_estalian_group;Republic of;;;;;;;;;;;;;x
city_empire_of_estalian_group;Grand Republic of;;;;;;;;;;;;;x
city_barony_estalian_group;City;;;;;;;;;;;;;x
city_county_estalian_group;Concejo;;;;;;;;;;;;;x
city_duchy_estalian_group;Junta;;;;;;;;;;;;;x
city_kingdom_estalian_group;Republic;;;;;;;;;;;;;x
city_empire_estalian_group;Grand Republic;;;;;;;;;;;;;x
##Myken;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
baron_myken;Baron;;;;;;;;;;;;;x
baron_female_myken;Baroness;;;;;;;;;;;;;x
count_myken;Count;;;;;;;;;;;;;x
count_female_myken;Countess;;;;;;;;;;;;;x
duke_myken;Doux;;;;;;;;;;;;;x
duke_female_myken;Douxa;;;;;;;;;;;;;x
king_myken;Prince;;;;;;;;;;;;;x
king_female_myken;Princess;;;;;;;;;;;;;x
emperor_myken;Basilius;;;;;;;;;;;;;x
emperor_female_myken;Basilissa;;;;;;;;;;;;;x
duchy_of_myken;Theme of;;;;;;;;;;;;;x
duchy_myken;Theme;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_duke_myken;Archon;;;;;;;;;;;;;x
city_king_myken;Grand Archon;;;;;;;;;;;;;x
###Tilean;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
baron_tilean_group;Baron;;;;;;;;;;;;;x
baron_female_tilean_group;Baroness;;;;;;;;;;;;;x
count_tilean_group;Conte;;;;;;;;;;;;;x
count_female_tilean_group;Contessa;;;;;;;;;;;;;x
duke_tilean_group;Duca;;;;;;;;;;;;;x
duke_female_tilean_group;Duchessa;;;;;;;;;;;;;x
king_tilean_group;Prince;;;;;;;;;;;;;x
king_female_tilean_group;Princess;;;;;;;;;;;;;x
emperor_tilean_group;Imperator;;;;;;;;;;;;;x
emperor_female_tilean_group;Imperatrix;;;;;;;;;;;;;x
barony_of_tilean_group;Barony of;;;;;;;;;;;;;x
county_of_tilean_group;County of;;;;;;;;;;;;;x
duchy_of_tilean_group;Duchy of;;;;;;;;;;;;;x
kingdom_of_tilean_group;Principality of;;;;;;;;;;;;;x
empire_of_tilean_group;Empire of;;;;;;;;;;;;;x
barony_tilean_group;Barony;;;;;;;;;;;;;x
county_tilean_group;County;;;;;;;;;;;;;x
duchy_tilean_group;Duchy;;;;;;;;;;;;;x
kingdom_tilean_group;Principality;;;;;;;;;;;;;x
empire_tilean_group;Empire;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_tilean_group;Mayor;;;;;;;;;;;;;x
city_count_tilean_group;Lord Mayor;;;;;;;;;;;;;x
city_duke_tilean_group;Chancellor;;;;;;;;;;;;;x
city_king_tilean_group;Doge;;;;;;;;;;;;;x
city_emperor_tilean_group;Princeps;;;;;;;;;;;;;x
city_barony_of_tilean_group;City of;;;;;;;;;;;;;x
city_county_of_tilean_group;Grand City of;;;;;;;;;;;;;x
city_duchy_of_tilean_group;League of;;;;;;;;;;;;;x
city_kingdom_of_tilean_group;Republic of;;;;;;;;;;;;;x
city_empire_of_tilean_group;Grand Republic of;;;;;;;;;;;;;x
city_barony_tilean_group;City;;;;;;;;;;;;;x
city_county_tilean_group;Grand City;;;;;;;;;;;;;x
city_duchy_tilean_group;League;;;;;;;;;;;;;x
city_kingdom_tilean_group;Republic;;;;;;;;;;;;;x
city_empire_tilean_group;Grand Republic;;;;;;;;;;;;;x
###Sartosan;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
#City;;;;;;;;;;;;;;
city_king_sartosan_group;Doge;;;;;;;;;;;;;x
city_emperor_sartosan_group;Princeps;;;;;;;;;;;;;x
###Albion Group;;;;;;;;;;;;;;
#Tribal;;;;;;;;;;;;;;
tribal_baron_albion_group;Chief;;;;;;;;;;;;;x
tribal_baron_female_albion_group;Chieftess;;;;;;;;;;;;;x
tribal_count_albion_group;Arl;;;;;;;;;;;;;x
tribal_count_female_albion_group;Arla;;;;;;;;;;;;;x
tribal_duke_albion_group;High Arl;;;;;;;;;;;;;x
tribal_duke_female_albion_group;High Arla;;;;;;;;;;;;;x
tribal_king_albion_group;King;;;;;;;;;;;;;x
tribal_king_female_albion_group;Queen;;;;;;;;;;;;;x
tribal_emperor_albion_group;High King;;;;;;;;;;;;;x
tribal_emperor_female_albion_group;High Queen;;;;;;;;;;;;;x
tribal_barony_of_albion_group;Chiefdom of;;;;;;;;;;;;;x
tribal_county_of_albion_group;Arldom of;;;;;;;;;;;;;x
tribal_duchy_of_albion_group;High Arldom of;;;;;;;;;;;;;x
tribal_kingdom_of_albion_group;Kingdom of;;;;;;;;;;;;;x
tribal_empire_of_albion_group;High Kingdom of;;;;;;;;;;;;;x
tribal_barony_albion_group;Chiefdom;;;;;;;;;;;;;x
tribal_county_albion_group;Arldom;;;;;;;;;;;;;x
tribal_duchy_albion_group;High Arldom;;;;;;;;;;;;;x
tribal_kingdom_albion_group;Kingdom;;;;;;;;;;;;;x
tribal_empire_albion_group;High Kingdom;;;;;;;;;;;;;x
#Barony;;;;;;;;;;;;;;
baron_albion_group;Chief;;;;;;;;;;;;;x
baron_female_albion_group;Chieftess;;;;;;;;;;;;;x
count_albion_group;Arl;;;;;;;;;;;;;x
count_female_albion_group;Arla;;;;;;;;;;;;;x
duke_albion_group;High Arl;;;;;;;;;;;;;x
duke_female_albion_group;High Arla;;;;;;;;;;;;;x
king_albion_group;King;;;;;;;;;;;;;x
king_female_albion_group;Queen;;;;;;;;;;;;;x
emperor_albion_group;High King;;;;;;;;;;;;;x
emperor_female_albion_group;High Queen;;;;;;;;;;;;;x
barony_of_albion_group;Chiefdom of;;;;;;;;;;;;;x
county_of_albion_group;Arldom of;;;;;;;;;;;;;x
duchy_of_albion_group;Duchy of;;;;;;;;;;;;;x
kingdom_of_albion_group;Kingdom of;;;;;;;;;;;;;x
empire_of_albion_group;High Kingdom of;;;;;;;;;;;;;x
barony_albion_group;Chiefdom;;;;;;;;;;;;;x
county_albion_group;Arldom;;;;;;;;;;;;;x
duchy_albion_group;High Arldom;;;;;;;;;;;;;x
kingdom_albion_group;Kingdom;;;;;;;;;;;;;x
empire_albion_group;High Kingdom;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
###Norscan Group;;;;;;;;;;;;;;
#Tribal;;;;;;;;;;;;;;
tribal_baron_norscan_group;Chief;;;;;;;;;;;;;x
tribal_baron_female_norscan_group;Chieftess;;;;;;;;;;;;;x
tribal_count_norscan_group;Jarl;;;;;;;;;;;;;x
tribal_count_female_norscan_group;Jarlina;;;;;;;;;;;;;x
tribal_duke_norscan_group;Jerg;;;;;;;;;;;;;x
tribal_duke_female_norscan_group;Jergin;;;;;;;;;;;;;x
tribal_king_norscan_group;King;;;;;;;;;;;;;x
tribal_king_female_norscan_group;Queen;;;;;;;;;;;;;x
tribal_emperor_norscan_group;High King;;;;;;;;;;;;;x
tribal_emperor_female_norscan_group;High Queen;;;;;;;;;;;;;x
tribal_barony_of_norscan_group;Chiefdom of;;;;;;;;;;;;;x
tribal_county_of_norscan_group;Jarldom of;;;;;;;;;;;;;x
tribal_duchy_of_norscan_group;Jergdom of;;;;;;;;;;;;;x
tribal_kingdom_of_norscan_group;Kingdom of;;;;;;;;;;;;;x
tribal_empire_of_norscan_group;High Kingdom of;;;;;;;;;;;;;x
tribal_barony_norscan_group;Chiefdom;;;;;;;;;;;;;x
tribal_county_norscan_group;Jarldom;;;;;;;;;;;;;x
tribal_duchy_norscan_group;Jergdom;;;;;;;;;;;;;x
tribal_kingdom_norscan_group;Kingdom;;;;;;;;;;;;;x
tribal_empire_norscan_group;High Kingdom;;;;;;;;;;;;;x
#Barony;;;;;;;;;;;;;;
baron_norscan_group;Chief;;;;;;;;;;;;;x
baron_female_norscan_group;Chieftess;;;;;;;;;;;;;x
count_norscan_group;Jarl;;;;;;;;;;;;;x
count_female_norscan_group;Jarlina;;;;;;;;;;;;;x
duke_norscan_group;Jerg;;;;;;;;;;;;;x
duke_female_norscan_group;Jergin;;;;;;;;;;;;;x
king_norscan_group;King;;;;;;;;;;;;;x
king_female_norscan_group;Queen;;;;;;;;;;;;;x
emperor_norscan_group;High King;;;;;;;;;;;;;x
emperor_female_norscan_group;High Queen;;;;;;;;;;;;;x
barony_of_norscan_group;Chiefdom of;;;;;;;;;;;;;x
county_of_norscan_group;Jarldom of;;;;;;;;;;;;;x
duchy_of_norscan_group;Jergdom of;;;;;;;;;;;;;x
kingdom_of_norscan_group;Kingdom of;;;;;;;;;;;;;x
empire_of_norscan_group;High Kingdom of;;;;;;;;;;;;;x
barony_norscan_group;Chiefdom;;;;;;;;;;;;;x
county_norscan_group;Jarldom;;;;;;;;;;;;;x
duchy_norscan_group;Jergdom;;;;;;;;;;;;;x
kingdom_norscan_group;Kingdom;;;;;;;;;;;;;x
empire_norscan_group;High Kingdom;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_norscan_group;Hetman;;;;;;;;;;;;;x
city_baron_female_norscan_group;Hetwoman;;;;;;;;;;;;;x
city_count_norscan_group;Chief Hetman;;;;;;;;;;;;;x
city_count_female_norscan_group;Chief Hetwoman;;;;;;;;;;;;;x
city_duke_norscan_group;Elderman;;;;;;;;;;;;;x
city_duke_female_norscan_group;Elderwoman;;;;;;;;;;;;;x
city_king_norscan_group;Prince;;;;;;;;;;;;;x
city_king_female_norscan_group;Princess;;;;;;;;;;;;;x
city_emperor_norscan_group;Grand Prince;;;;;;;;;;;;;x
city_emperor_female_norscan_group;Grand Princess;;;;;;;;;;;;;x
city_barony_of_norscan_group;City of;;;;;;;;;;;;;x
city_county_of_norscan_group;Great City of;;;;;;;;;;;;;x
city_duchy_of_norscan_group;League of;;;;;;;;;;;;;x
city_kingdom_of_norscan_group;Principality of;;;;;;;;;;;;;x
city_empire_of_norscan_group;Grand Principality of;;;;;;;;;;;;;x
city_barony_norscan_group;City;;;;;;;;;;;;;x
city_county_norscan_group;Great City;;;;;;;;;;;;;x
city_duchy_norscan_group;League;;;;;;;;;;;;;x
city_kingdom_norscan_group;Principality;;;;;;;;;;;;;x
city_empire_norscan_group;Grand Principality;;;;;;;;;;;;;x
###Nehekharan;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
baron_nehekharan_group;Lord;;;;;;;;;;;;;x
baron_female_nehekharan_group;Lady;;;;;;;;;;;;;x
count_nehekharan_group;Lord;;;;;;;;;;;;;x
count_female_nehekharan_group;Lady;;;;;;;;;;;;;x
duke_nehekharan_group;Prince;;;;;;;;;;;;;x
duke_female_nehekharan_group;Princess;;;;;;;;;;;;;x
king_nehekharan_group;King;;;;;;;;;;;;;x
king_female_nehekharan_group;Queen;;;;;;;;;;;;;x
emperor_nehekharan_group;High King;;;;;;;;;;;;;x
emperor_female_nehekharan_group;High Queen;;;;;;;;;;;;;x
barony_of_nehekharan_group;Citadel of;;;;;;;;;;;;;x
county_of_nehekharan_group;Province of;;;;;;;;;;;;;x
duchy_of_nehekharan_group;Principality of;;;;;;;;;;;;;x
kingdom_of_nehekharan_group;Kingdom of;;;;;;;;;;;;;x
empire_of_nehekharan_group;Empire of;;;;;;;;;;;;;x
barony_nehekharan_group;Citadel;;;;;;;;;;;;;x
county_nehekharan_group;Province;;;;;;;;;;;;;x
duchy_nehekharan_group;Principality;;;;;;;;;;;;;x
kingdom_nehekharan_group;Kingdom;;;;;;;;;;;;;x
empire_nehekharan_group;Empire;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_nehekharan_group;Mayor;;;;;;;;;;;;;x
city_count_nehekharan_group;Vizier;;;;;;;;;;;;;x
city_duke_nehekharan_group;Lord Vizier;;;;;;;;;;;;;x
city_king_nehekharan_group;Vizier-King;;;;;;;;;;;;;x
city_emperor_nehekharan_group;Grand Vizier;;;;;;;;;;;;;x
city_barony_of_nehekharan_group;City of;;;;;;;;;;;;;x
city_county_of_nehekharan_group;Great City of;;;;;;;;;;;;;x
city_duchy_of_nehekharan_group;Domain of;;;;;;;;;;;;;x
city_kingdom_of_nehekharan_group;Great Domain of;;;;;;;;;;;;;x
city_empire_of_nehekharan_group;High Domain of;;;;;;;;;;;;;x
city_barony_nehekharan_group;City;;;;;;;;;;;;;x
city_county_nehekharan_group;Great City;;;;;;;;;;;;;x
city_duchy_nehekharan_group;Domain;;;;;;;;;;;;;x
city_kingdom_nehekharan_group;Great Domain;;;;;;;;;;;;;x
city_empire_nehekharan_group;High Domain;;;;;;;;;;;;;x
###Amazon Group;;;;;;;;;;;;;;
#Tribal;;;;;;;;;;;;;;
tribal_baron_amazon_group;Master;;;;;;;;;;;;;x
tribal_baron_female_amazon_group;Mistress;;;;;;;;;;;;;x
tribal_count_amazon_group;Chief;;;;;;;;;;;;;x
tribal_count_female_amazon_group;Chieftess;;;;;;;;;;;;;x
tribal_duke_amazon_group;Prince;;;;;;;;;;;;;x
tribal_duke_female_amazon_group;Princess;;;;;;;;;;;;;x
tribal_king_amazon_group;King;;;;;;;;;;;;;x
tribal_king_female_amazon_group;Queen;;;;;;;;;;;;;x
tribal_emperor_amazon_group;High King;;;;;;;;;;;;;x
tribal_emperor_female_amazon_group;High Queen;;;;;;;;;;;;;x
tribal_barony_of_amazon_group;Tribe of;;;;;;;;;;;;;x
tribal_county_of_amazon_group;Chiefdom of;;;;;;;;;;;;;x
tribal_duchy_of_amazon_group;Domain of;;;;;;;;;;;;;x
tribal_kingdom_of_amazon_group;Great Domain of;;;;;;;;;;;;;x
tribal_empire_of_amazon_group;High Domain of;;;;;;;;;;;;;x
tribal_barony_amazon_group;Tribe;;;;;;;;;;;;;x
tribal_county_amazon_group;Chiefdom;;;;;;;;;;;;;x
tribal_duchy_amazon_group;Domain;;;;;;;;;;;;;x
tribal_kingdom_amazon_group;Great Domain;;;;;;;;;;;;;x
tribal_empire_amazon_group;High Domain;;;;;;;;;;;;;x
#Barony;;;;;;;;;;;;;;
baron_amazon_group;Master;;;;;;;;;;;;;x
baron_female_amazon_group;Mistress;;;;;;;;;;;;;x
count_amazon_group;Lord;;;;;;;;;;;;;x
count_female_amazon_group;Lady;;;;;;;;;;;;;x
duke_amazon_group;Prince;;;;;;;;;;;;;x
duke_female_amazon_group;Princess;;;;;;;;;;;;;x
king_amazon_group;King;;;;;;;;;;;;;x
king_female_amazon_group;Queen;;;;;;;;;;;;;x
emperor_amazon_group;High King;;;;;;;;;;;;;x
emperor_female_amazon_group;High Queen;;;;;;;;;;;;;x
barony_of_amazon_group;Stronghold of;;;;;;;;;;;;;x
county_of_amazon_group;Chiefdom of;;;;;;;;;;;;;x
duchy_of_amazon_group;Domain of;;;;;;;;;;;;;x
kingdom_of_amazon_group;Great Domain of;;;;;;;;;;;;;x
empire_of_amazon_group;High Domain of;;;;;;;;;;;;;x
barony_amazon_group;Stronghold;;;;;;;;;;;;;x
county_amazon_group;Chiefdom;;;;;;;;;;;;;x
duchy_amazon_group;Domain;;;;;;;;;;;;;x
kingdom_amazon_group;Great Domain;;;;;;;;;;;;;x
empire_amazon_group;High Domain;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_amazon_group;Mayor;;;;;;;;;;;;;x
city_baron_female_amazon_group;Mayor;;;;;;;;;;;;;x
city_count_amazon_group;Lord Mayor;;;;;;;;;;;;;x
city_count_female_amazon_group;Lady Mayor;;;;;;;;;;;;;x
city_duke_amazon_group;Prince-Mayor;;;;;;;;;;;;;x
city_duke_female_amazon_group;Princess-Mayor;;;;;;;;;;;;;x
